Locus	Gene	Start	Length	Product	Allele Count	Alleles
lmo0763		788642	873	hypothetical protein	560	lmo0763.fasta
lmo0764		789520	990	lipoate-protein ligase	713	lmo0764.fasta
lmo0772		798141	648	transcriptional regulator	474	lmo0772.fasta
lmo0774		799996	930	hypothetical protein	650	lmo0774.fasta
lmo0775		800965	333	hypothetical protein	188	lmo0775.fasta
lmo0776		801336	867	transcriptional regulator	671	lmo0776.fasta
lmo0777		802356	384	hypothetical protein	178	lmo0777.fasta
lmo0778		803201	348	hypothetical protein	176	lmo0778.fasta
lmo0779		803745	468	hypothetical protein	323	lmo0779.fasta
lmo0781		804887	879	PTS mannose transporter subunit IID	499	lmo0781.fasta
lmo0782		805784	813	PTS mannose transporter subunit IIC	436	lmo0782.fasta
lmo0783		806770	486	PTS mannose transporter subunit IIB	237	lmo0783.fasta
lmo0784		807255	435	PTS mannose transporter subunit IIB	205	lmo0784.fasta
lmo0785		807976	2817	transcriptional regulator	1266	lmo0785.fasta
lmo0786		810985	636	ACP phosphodiesterase	604	lmo0786.fasta
lmo0787		811813	1377	amino acid transporter	693	lmo0787.fasta
lmo0788		813451	4428	hypothetical protein	1687	lmo0788.fasta
lmo0790		818789	477	transcriptional regulator	435	lmo0790.fasta
lmo0791		819389	651	hypothetical protein	424	lmo0791.fasta
lmo0793		821070	702	hypothetical protein	678	lmo0793.fasta
lmo0794		821886	642	hypothetical protein	555	lmo0794.fasta
lmo0795		822611	921	hypothetical protein	649	lmo0795.fasta
lmo0796		823638	531	hypothetical protein	450	lmo0796.fasta
lmo0797		824423	462	hypothetical protein	357	lmo0797.fasta
lmo0799		826752	762	hypothetical protein	477	lmo0799.fasta
lmo0802		830259	639	hypothetical protein	495	lmo0802.fasta
lmo0803		831025	2049	Na+/H+ antiporter	1079	lmo0803.fasta
lmo0806		834287	543	transcriptional regulator	332	lmo0806.fasta
lmo0807		834845	1095	spermidine/putrescine ABC transporter ATP-binding protein	707	lmo0807.fasta
lmo0808		835939	810	spermidine/putrescine ABC transporter permease	698	lmo0808.fasta
lmo0809		836745	807	spermidine/putrescine ABC transporter permease	621	lmo0809.fasta
lmo0810		837548	1074	spermidine/putrescine ABC transporter substrate-binding protein	955	lmo0810.fasta
lmo0811		838751	702	carbonic anhydrase	618	lmo0811.fasta
lmo0812		839520	543	hypothetical protein	648	lmo0812.fasta
lmo0813		840200	873	fructokinase	685	lmo0813.fasta
lmo0814		841157	930	oxidoreductase	550	lmo0814.fasta
lmo0817		843311	414	PhnB protein	369	lmo0817.fasta
lmo0818		843949	2631	cation-transporting ATPase	1387	lmo0818.fasta
lmo0820		847552	558	acetyltransferase	398	lmo0820.fasta
lmo0821		848126	663	hypothetical protein	522	lmo0821.fasta
lmo0822		848804	390	transcriptional regulator	315	lmo0822.fasta
lmo0823		849314	825	oxidoreductase	593	lmo0823.fasta
lmo0824		850216	969	hypothetical protein	782	lmo0824.fasta
lmo0825		851225	1281	3-hydroxy-3-methylglutaryl-CoA reductase	815	lmo0825.fasta
lmo0829	nifJ	855759	3648	pyruvate-flavodoxin oxidoreductase	1639	lmo0829.fasta
lmo0836		866577	414	phosphate-starvation-inducible protein PsiE	245	lmo0836.fasta
lmo0837		867163	1638	hypothetical protein	949	lmo0837.fasta
lmo0838	uhpT	869095	1386	sugar:phosphate antiporter	896	lmo0838.fasta
lmo0841		872616	2643	calcium-transporting ATPase	1237	lmo0841.fasta
lmo0843		881992	258	hypothetical protein	230	lmo0843.fasta
lmo0847		885440	1443	glutamine ABC transporter	779	lmo0847.fasta
lmo0850		890069	147	hypothetical protein	95	lmo0850.fasta
lmo0851		890439	759	hypothetical protein	576	lmo0851.fasta
lmo0852		891277	555	TetR family transcriptional regulator	439	lmo0852.fasta
lmo0853		891848	342	SugE protein	242	lmo0853.fasta
lmo0854		892192	321	SugE protein	318	lmo0854.fasta
lmo0855	ddl	892662	1113	D-alanyl-alanine synthetase A	672	lmo0855.fasta
lmo0856	murF	893838	1374	"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diamino pimelate-D-alanyl-D-alanyl ligase"	844	lmo0856.fasta
lmo0857		895278	714	carboxylesterase	454	lmo0857.fasta
lmo0858		896003	1026	LacI family transcriptional regulator	731	lmo0858.fasta
lmo0859		897273	1320	sugar ABC transporter substrate-binding protein	907	lmo0859.fasta
lmo0860		898589	879	sugar ABC transporter permease	647	lmo0860.fasta
lmo0862		900303	1533	"oligo-1,6-glucosidase"	1088	lmo0862.fasta
lmo0863		901837	915	hypothetical protein	747	lmo0863.fasta
lmo0864		902773	1068	hypothetical protein	718	lmo0864.fasta
lmo0866		905962	1563	ATP-dependent RNA helicase	460	lmo0866.fasta
lmo0866a		907654	177	hypothetical protein	236	lmo0866a.fasta
lmo0867		907979	489	hypothetical protein	358	lmo0867.fasta
lmo0871		910517	354	hypothetical protein	379	lmo0871.fasta
lmo0872		910998	1167	antibiotic resistance protein	909	lmo0872.fasta
lmo0873		912372	2019	transcriptional regulator	1163	lmo0873.fasta
lmo0874		914405	330	PTS sugar transporter subunit IIA	193	lmo0874.fasta
lmo0875		914735	336	PTS beta-glucoside transporter subunit IIB	178	lmo0875.fasta
lmo0877		916436	729	glucosamine-6-phosphate isomerase	614	lmo0877.fasta
lmo0878		917164	954	oxidoreductase	688	lmo0878.fasta
lmo0879		918135	768	hypothetical protein	568	lmo0879.fasta
lmo0883		921537	1476	hypothetical protein	911	lmo0883.fasta
lmo0884		923161	1380	protoporphyrinogen oxidase	821	lmo0884.fasta
lmo0885	acpS	924542	357	4'-phosphopantetheinyl transferase	195	lmo0885.fasta
lmo0886	dal	924917	1107	alanine racemase	664	lmo0886.fasta
lmo0887		926229	279	hypothetical protein	122	lmo0887.fasta
lmo0888		926511	348	hypothetical protein	206	lmo0888.fasta
lmo0889	RsbR	927110	837	positive regulator of sigma-B activity	460	lmo0889.fasta
lmo0890	rsbS	927952	357	negative regulation of sigma-B activity	196	lmo0890.fasta
lmo0891	rsbT	928311	411	positive regulation of sigma-B activity	314	lmo0891.fasta
lmo0892	rsbU	928738	1005	serine phosphatase	879	lmo0892.fasta
lmo0895	sigB	930671	780	RNA polymerase sigma factor SigB	435	lmo0895.fasta
lmo0896	rsbX	931451	600	indirect negative regulation of sigma B dependant gene expression (serine phosphatase)	373	lmo0896.fasta
lmo0898		933959	2178	hypothetical protein	1076	lmo0898.fasta
lmo0899		936136	468	hypothetical protein	380	lmo0899.fasta
lmo0900		937202	393	hypothetical protein	367	lmo0900.fasta
lmo0901		937739	1287	PTS cellbiose transporter subunit IIC	795	lmo0901.fasta
lmo0902		939106	714	GntR family transcriptional regulator	503	lmo0902.fasta
lmo0903		940316	381	hypothetical protein	411	lmo0903.fasta
lmo0904		940810	675	hypothetical protein	564	lmo0904.fasta
lmo0905		941615	498	hypothetical protein	290	lmo0905.fasta
lmo0906		942148	1350	glutathione reductase	814	lmo0906.fasta
lmo0907		943526	675	phosphoglycerate mutase	446	lmo0907.fasta
lmo0908		944243	1137	hypothetical protein	576	lmo0908.fasta
lmo0909		945520	393	GntR family transcriptional regulator	231	lmo0909.fasta
lmo0910		945915	1104	hypothetical protein	621	lmo0910.fasta
lmo0912		947718	813	formate transporter	577	lmo0912.fasta
lmo0913		948754	1467	succinate semialdehyde dehydrogenase	877	lmo0913.fasta
lmo0914		950363	306	PTS sugar transporter subunit IIB	160	lmo0914.fasta
lmo0915		950673	1269	PTS sugar transporter subunit IIC	721	lmo0915.fasta
lmo0916		951956	351	PTS sugar transporter subunit IIA	227	lmo0916.fasta
lmo0917		952318	1452	beta-glucosidase	745	lmo0917.fasta
lmo0918		953842	1899	transcription antiterminator BglG	805	lmo0918.fasta
lmo0919		956031	1572	antibiotic ABC transporter ATP-binding protein	782	lmo0919.fasta
lmo0921		958783	840	hypothetical protein	475	lmo0921.fasta
lmo0922		959711	921	pantothenate kinase	451	lmo0922.fasta
lmo0925		961469	1116	hypothetical protein	679	lmo0925.fasta
lmo0926		962607	657	TetR family transcriptional regulator	337	lmo0926.fasta
lmo0927		963294	1962	hypothetical protein	710	lmo0927.fasta
lmo0929		966245	669	sortase	370	lmo0929.fasta
lmo0930		967029	732	hypothetical protein	493	lmo0930.fasta
lmo0931		967784	996	lipoate protein ligase A	619	lmo0931.fasta
lmo0932		968819	606	hypothetical protein	338	lmo0932.fasta
lmo0934		971037	1140	hypothetical protein	765	lmo0934.fasta
lmo0935		972197	510	rRNA methylase	348	lmo0935.fasta
lmo0936		972719	741	nitroflavin reductase	552	lmo0936.fasta
lmo0937		973509	162	hypothetical protein	88	lmo0937.fasta
lmo0943	fri	979059	471	non-heme iron-binding ferritin	295	lmo0943.fasta
lmo0944		979762	303	hypothetical protein	145	lmo0944.fasta
lmo0945		980177	1131	competence protein ComEC	691	lmo0945.fasta
lmo0946		981317	228	hypothetical protein	145	lmo0946.fasta
lmo0947		981743	1218	hypothetical protein	711	lmo0947.fasta
lmo0951		985743	822	hypothetical protein	443	lmo0951.fasta
lmo0953		987274	228	hypothetical protein	49	lmo0953.fasta
lmo0954		987735	315	hypothetical protein	152	lmo0954.fasta
lmo0955		988065	846	hypothetical protein	508	lmo0955.fasta
lmo0956		989099	1134	N-acetylglucosamine-6P-phosphate deacetylase	683	lmo0956.fasta
lmo0957		990248	705	glucosamine-6-phosphate isomerase	401	lmo0957.fasta
lmo0958		990968	723	GntR family transcirptional regulator	353	lmo0958.fasta
lmo0959		991810	1056	undacaprenyl-phosphate N-acetylglucosaminyltransferase	573	lmo0959.fasta
lmo0960		992978	909	protease	555	lmo0960.fasta
lmo0961		993900	1227	protease	687	lmo0961.fasta
lmo0962	lemA	995210	558	LemA protein	243	lmo0962.fasta
lmo0963		995790	915	heat shock protein HtpX	448	lmo0963.fasta
lmo0964		996739	819	hypothetical protein	475	lmo0964.fasta
lmo0966		998396	468	hypothetical protein	346	lmo0966.fasta
lmo0967		999022	669	hypothetical protein	308	lmo0967.fasta
lmo0968	ppnK	999722	795	inorganic polyphosphate/ATP-NAD kinase	333	lmo0968.fasta
lmo0970		1001503	789	enoyl-ACP reductase	376	lmo0970.fasta
lmo0972	dltC	1003593	237	D-alanine--poly(phosphoribitol) ligase subunit 2	139	lmo0972.fasta
lmo0973	dltB	1003855	1185	DltB protein for D-alanine esterification of lipoteichoic acid and wall teichoic acid	536	lmo0973.fasta
lmo0974	dltA	1005036	1533	D-alanine--poly(phosphoribitol) ligase subunit 1	693	lmo0974.fasta
lmo0977		1008130	750	hypothetical protein	432	lmo0977.fasta
lmo0978		1009098	1020	branched-chain amino acid aminotransferase	590	lmo0978.fasta
lmo0979		1010313	765	daunorubicin resistance ATP-binding protein	600	lmo0979.fasta
lmo0980		1011074	753	ABC transporter permease	588	lmo0980.fasta
lmo0981		1011860	1476	transporter	837	lmo0981.fasta
lmo0982		1013475	1053	peptidase	609	lmo0982.fasta
lmo0983		1014540	480	glutathione peroxidase	280	lmo0983.fasta
lmo0988	prfC	1017870	1569	peptide chain release factor 3	782	lmo0988.fasta
lmo0989		1019545	426	MarR family transcriptional regulator	328	lmo0989.fasta
lmo0990		1020022	1362	hypothetical protein	838	lmo0990.fasta
lmo0991		1021665	768	hypothetical protein	482	lmo0991.fasta
lmo0992		1022535	768	hypothetical protein	511	lmo0992.fasta
lmo0993		1023346	1335	Na+-transporting ATP synthase subunit J	764	lmo0993.fasta
lmo0994		1024761	369	hypothetical protein	172	lmo0994.fasta
lmo0995		1025159	1032	hypothetical protein	779	lmo0995.fasta
lmo0997	clpE	1026871	2175	ATP-dependent protease	1067	lmo0997.fasta
lmo0998		1029208	612	hypothetical protein	374	lmo0998.fasta
lmo0999		1029965	792	hypothetical protein	477	lmo0999.fasta
lmo1002	ptsH	1032924	267	phosphocarrier protein HPr	84	lmo1002.fasta
lmo1003		1033190	1719	phosphotransferase system enzyme I	781	lmo1003.fasta
lmo1007		1038336	222	hypothetical protein	141	lmo1007.fasta
lmo1008		1038863	234	hypothetical protein	92	lmo1008.fasta
lmo1009		1039297	453	hypothetical protein	165	lmo1009.fasta
lmo1010		1039746	879	LysR family transcriptional regulator	500	lmo1010.fasta
lmo1011		1040672	711	tetrahydrodipicolinate succinylase	435	lmo1011.fasta
lmo1012		1041446	1116	N-acyl-L-amino acid amidohydrolase	544	lmo1012.fasta
lmo1013		1042605	846	hypothetical protein	491	lmo1013.fasta
lmo1014	gbuA	1043821	1194	glycine/betaine ABC transporter ATP-binding protein	636	lmo1014.fasta
lmo1016	gbuC	1045869	903	glycine/betaine ABC transporter substrate-binding protein	603	lmo1016.fasta
lmo1017		1046886	492	PTS glucose transporter subunit IIA	295	lmo1017.fasta
lmo1019		1048266	873	hypothetical protein	551	lmo1019.fasta
lmo1020		1049273	714	hypothetical protein	366	lmo1020.fasta
lmo1021		1049983	1059	two-component sensor histidine kinase	555	lmo1021.fasta
lmo1022		1051038	639	two-component response regulator	272	lmo1022.fasta
lmo1023		1051695	660	potassium transporter	314	lmo1023.fasta
lmo1027		1055393	1668	hypothetical protein	765	lmo1027.fasta
lmo1028		1057067	210	hypothetical protein	131	lmo1028.fasta
lmo1029		1057761	771	hypothetical protein	542	lmo1029.fasta
lmo1037		1067723	804	hypothetical protein	622	lmo1037.fasta
lmo1039		1069156	663	ABC transporter ATP-binding protein	487	lmo1039.fasta
lmo1040		1069821	672	molybdenum ABC transporter permease	460	lmo1040.fasta
lmo1046	moaC	1073813	483	molybdenum cofactor biosynthesis protein MoaC	377	lmo1046.fasta
lmo1047	moaA	1074324	1002	molybdenum cofactor biosynthesis protein A	587	lmo1047.fasta
lmo1049		1075860	999	molybdopterin biosynthesis protein MoeB	676	lmo1049.fasta
lmo1050		1076989	555	hypothetical protein	416	lmo1050.fasta
lmo1051	def	1077592	552	peptide deformylase	329	lmo1051.fasta
lmo1052	pdhA	1078977	1116	pyruvate dehydrogenase subunit E1 alpha	572	lmo1052.fasta
lmo1053	PdhB	1080095	978	pyruvate dehydrogenase subunit E1 beta	536	lmo1053.fasta
lmo1054	pdhC	1081183	1635	dihydrolipoamide acetyltransferase	945	lmo1054.fasta
lmo1055	PdhD	1082822	1404	dihydrolipoamide dehydrogenase	841	lmo1055.fasta
lmo1056		1084413	312	hypothetical protein	183	lmo1056.fasta
lmo1058		1085806	273	hypothetical protein	158	lmo1058.fasta
lmo1064		1091110	945	transporter	508	lmo1064.fasta
lmo1067		1093965	1839	GTP-binding elongation factor	756	lmo1067.fasta
lmo1070		1097322	282	hypothetical protein	132	lmo1070.fasta
lmo1071		1097786	1203	cell division protein FtsW	632	lmo1071.fasta
lmo1072	pycA	1099266	3441	pyruvate carboxylase	1163	lmo1072.fasta
lmo1092		1126704	1491	nicotinate phosphoribosyltransferase	933	lmo1092.fasta
lmo1093	nadE	1128206	825	NAD synthetase	706	lmo1093.fasta
lmo1096	guaA	1129945	1557	GMP synthase	1079	lmo1096.fasta
lmo1142		1174241	1365	PduS protein	846	lmo1142.fasta
lmo1144		1176304	351	PduU protein	205	lmo1144.fasta
lmo1145		1176660	432	PduV protein	231	lmo1145.fasta
lmo1148		1178421	747	cobalamin (5'-phosphatase) synthetase	648	lmo1148.fasta
lmo1150		1180152	885	transcriptional regulator PocR	498	lmo1150.fasta
lmo1151		1181338	288	PduA protein	201	lmo1151.fasta
lmo1152		1181720	702	PduB protein	431	lmo1152.fasta
lmo1153		1182440	1665	propanediol dehydratase subunit alpha	854	lmo1153.fasta
lmo1154		1184142	660	diol dehydratase subunit gamma	448	lmo1154.fasta
lmo1155		1184818	513	diol dehydratase subunit gamma	312	lmo1155.fasta
lmo1156		1185375	1821	diol dehydratase-reactivating factor large subunit	984	lmo1156.fasta
lmo1157		1187192	348	diol dehydratase-reactivating factor small subunit	251	lmo1157.fasta
lmo1158		1187552	438	PduK protein	346	lmo1158.fasta
lmo1159		1188014	276	carboxysome structural protein	193	lmo1159.fasta
lmo1160		1188293	636	PduL protein	491	lmo1160.fasta
lmo1162		1189785	480	hypothetical protein	378	lmo1162.fasta
lmo1163		1190269	264	carbon dioxide concentrating mechanism protein	144	lmo1163.fasta
lmo1164		1190547	996	ATP:cob(I)alamin adenosyltransferase PduO	651	lmo1164.fasta
lmo1165		1191549	1410	ethanolamine utilization protein EutE	853	lmo1165.fasta
lmo1166		1192974	1119	NADPH-dependent butanol dehydrogenase	739	lmo1166.fasta
lmo1167	glpF	1194120	705	glycerol uptake facilitator protein	432	lmo1167.fasta
lmo1168	AckA2	1194890	1194	acetate kinase	761	lmo1168.fasta
lmo1171	pduQ	1198637	1140	NADPH-dependent butanol dehydrogenase	624	lmo1171.fasta
lmo1173		1200625	1458	two-component sensor histidine kinase	689	lmo1173.fasta
lmo1174	eutA	1202171	1422	ethanolamine utilization protein EutA	812	lmo1174.fasta
lmo1175	eutB	1203634	1365	ethanolamine ammonia-lyase large subunit	691	lmo1175.fasta
lmo1176	eutC	1205018	882	ethanolamine ammonia-lyase small subunit	513	lmo1176.fasta
lmo1177		1205922	654	carboxysome structural protein EutL	316	lmo1177.fasta
lmo1178		1206590	522	carboxysome structural protein	289	lmo1178.fasta
lmo1179		1207111	1461	alcohol dehydrogenase	759	lmo1179.fasta
lmo1180		1208603	285	carboxysome structural protein	156	lmo1180.fasta
lmo1181		1209053	756	cobalamin adenosyl transferase	533	lmo1181.fasta
lmo1182		1209821	642	PduL protein	378	lmo1182.fasta
lmo1183		1210459	573	hypothetical protein	393	lmo1183.fasta
lmo1185		1211308	546	PduT protein	392	lmo1185.fasta
lmo1186		1211869	1122	ethanolamine utilization protein EutH	613	lmo1186.fasta
lmo1190		1215993	495	hypothetical protein	388	lmo1190.fasta
lmo1191	cbiA	1216820	1359	"cobyrinic acid a,c-diamide synthase"	950	lmo1191.fasta
lmo1192	cobD	1218175	948	cobalamin biosynthesis protein	668	lmo1192.fasta
lmo1193	cbiC	1219135	633	cobalt-precorrin-8X methylmutase	405	lmo1193.fasta
lmo1194	cbiD	1219783	1122	cobalt-precorrin-6A synthase	695	lmo1194.fasta
lmo1198	cbiG	1222798	1032	cobalamin biosynthesis protein CbiG	746	lmo1198.fasta
lmo1199	cbiH	1223826	726	precorrin-3B C17-methyltransferase	597	lmo1199.fasta
lmo1200		1224548	753	cobalamin biosynthesis protein CbiJ	576	lmo1200.fasta
lmo1202	cbiK	1226778	786	cobalt chelatase	562	lmo1202.fasta
lmo1204		1228347	651	cobalamin biosynthesis protein CbiM	494	lmo1204.fasta
lmo1206	cbiQ	1229277	678	cobalamin biosynthesis protein CbiQ	519	lmo1206.fasta
lmo1208	cbiP	1230773	1536	cobyric acid synthase CbiP	888	lmo1208.fasta
lmo1210		1232884	468	hypothetical protein	379	lmo1210.fasta
lmo1211		1233366	450	hypothetical protein	378	lmo1211.fasta
lmo1216		1236836	987	N-acetylmuramoyl-L-alanine amidase	541	lmo1216.fasta
lmo1217		1237934	1080	"endo-1,4-beta-glucanase and to aminopeptidase"	709	lmo1217.fasta
lmo1218		1239039	759	rRNA methylase	528	lmo1218.fasta
lmo1219		1239842	360	hypothetical protein	310	lmo1219.fasta
lmo1220		1240358	324	hypothetical protein	132	lmo1220.fasta
lmo1221	pheS	1241048	1053	phenylalanyl-tRNA synthetase subunit alpha	643	lmo1221.fasta
lmo1222	pheT	1242100	2409	phenylalanyl-tRNA synthetase subunit beta	1198	lmo1222.fasta
lmo1223		1244669	702	ABC transporter ATP-binding proteins	432	lmo1223.fasta
lmo1225		1248892	453	MarR family transcriptional regulator	235	lmo1225.fasta
lmo1226		1249360	3201	transporter	1656	lmo1226.fasta
lmo1227		1252667	675	uracil-DNA glycosylase	521	lmo1227.fasta
lmo1228	rnhC	1253379	927	ribonuclease HIII	663	lmo1228.fasta
lmo1229		1254459	264	hypothetical protein	145	lmo1229.fasta
lmo1230		1254722	543	hypothetical protein	324	lmo1230.fasta
lmo1231		1255357	1713	DNA polymerase beta	1028	lmo1231.fasta
lmo1232		1257092	2358	recombination and DNA strand exchange inhibitor protein	1255	lmo1232.fasta
lmo1233	trxA	1259530	312	thioredoxin	162	lmo1233.fasta
lmo1234	uvrC	1259917	1812	excinuclease ABC subunit C	979	lmo1234.fasta
lmo1235		1261917	1215	aspartate kinase	678	lmo1235.fasta
lmo1236		1263187	495	hypothetical protein	247	lmo1236.fasta
lmo1237	racE	1263829	801	glutamate racemase	411	lmo1237.fasta
lmo1238	rph	1264642	747	ribonuclease PH	482	lmo1238.fasta
lmo1239		1265392	612	nucleoside-triphosphatase	519	lmo1239.fasta
lmo1240		1266040	525	hypothetical protein	362	lmo1240.fasta
lmo1241		1267115	1359	hypothetical protein	856	lmo1241.fasta
lmo1244		1269834	600	phosphoglycerate mutase	509	lmo1244.fasta
lmo1245		1270465	261	hypothetical protein	234	lmo1245.fasta
lmo1246		1270849	1413	ATP-dependent RNA helicase	838	lmo1246.fasta
lmo1247		1272286	264	hypothetical protein	180	lmo1247.fasta
lmo1249		1273231	246	hypothetical protein	149	lmo1249.fasta
lmo1250		1273473	1206	antibiotic resistance protein	645	lmo1250.fasta
lmo1251		1274883	660	Fnr/Crp family transcriptional regulator	478	lmo1251.fasta
lmo1252		1275845	849	hypothetical protein	471	lmo1252.fasta
lmo1253		1277312	714	GntR family transcriptional regulator	443	lmo1253.fasta
lmo1254		1278056	1647	"alpha,alpha-phosphotrehalase"	785	lmo1254.fasta
lmo1255		1279721	1485	PTS trehalose transporter subunit IIBC	881	lmo1255.fasta
lmo1267	tig	1290241	1284	trigger factor	641	lmo1267.fasta
lmo1268	clpX	1291710	1260	ATP-dependent protease ATP-binding subunit ClpX	584	lmo1268.fasta
lmo1269		1293088	567	type I signal peptidase	370	lmo1269.fasta
lmo1271		1294360	543	type I signal peptidase	226	lmo1271.fasta
lmo1272	rbgA	1294912	864	ribosomal biogenesis GTPase	417	lmo1272.fasta
lmo1275	topA	1297823	2079	DNA topoisomerase I	822	lmo1275.fasta
lmo1277	codV	1301551	903	integrase/recombinase	484	lmo1277.fasta
lmo1278	clpQ	1302474	540	ATP-dependent protease peptidase subunit	249	lmo1278.fasta
lmo1279	hslU	1303027	1410	ATP-dependent protease ATP-binding subunit HslU	847	lmo1279.fasta
lmo1280	codY	1304457	780	transcriptional repressor CodY	500	lmo1280.fasta
lmo1281		1305390	369	hypothetical protein	225	lmo1281.fasta
lmo1282		1305781	312	hypothetical protein	152	lmo1282.fasta
lmo1283		1306095	873	LacX protein	546	lmo1283.fasta
lmo1284		1307009	597	hypothetical protein	365	lmo1284.fasta
lmo1285		1307763	408	hypothetical protein	205	lmo1285.fasta
lmo1286	parE	1308351	1968	DNA topoisomerase IV subunit B	847	lmo1286.fasta
lmo1287	parC	1310315	2460	DNA topoisomerase IV subunit A	882	lmo1287.fasta
lmo1293	glpD	1320608	1677	glycerol-3-phosphate dehydrogenase	794	lmo1293.fasta
lmo1295		1323450	234	host factor-1 protein	114	lmo1295.fasta
lmo1298	glnR	1326440	369	glutamine synthetase repressor	184	lmo1298.fasta
lmo1299	glnA	1326879	1335	glutamine synthetase	496	lmo1299.fasta
lmo1302		1330247	615	LexA family transcriptional regulator	304	lmo1302.fasta
lmo1305	tkt	1331813	1995	transketolase	884	lmo1305.fasta
lmo1306		1334028	240	hypothetical protein	120	lmo1306.fasta
lmo1313	pyrH	1339592	729	uridylate kinase	378	lmo1313.fasta
lmo1314	frr	1340320	558	ribosome recycling factor	325	lmo1314.fasta
lmo1315		1341107	759	UDP pyrophosphate synthase	369	lmo1315.fasta
lmo1316	cdsA	1341879	789	phosphatidate cytidylyltransferase	411	lmo1316.fasta
lmo1317		1342682	1143	1-deoxy-D-xylulose 5-phosphate reductoisomerase	672	lmo1317.fasta
lmo1318		1343838	1263	hypothetical protein	687	lmo1318.fasta
lmo1319	proS	1345140	1707	prolyl-tRNA synthetase	801	lmo1319.fasta
lmo1320	polC	1346951	4335	DNA polymerase III PolC	1404	lmo1320.fasta
lmo1321		1351467	468	hypothetical protein	240	lmo1321.fasta
lmo1322	nusA	1351964	1119	transcription elongation factor NusA	603	lmo1322.fasta
lmo1324		1353374	300	hypothetical protein	128	lmo1324.fasta
lmo1326		1356032	279	hypothetical protein	174	lmo1326.fasta
lmo1327	rbfA	1356327	345	ribosome-binding factor A	207	lmo1327.fasta
lmo1330	rpsO	1358834	270	30S ribosomal protein S15	79	lmo1330.fasta
lmo1331	pnpA	1359352	2172	polynucleotide phosphorylase	956	lmo1331.fasta
lmo1333		1362765	480	hypothetical protein	233	lmo1333.fasta
lmo1333a		1363272	468	hypothetical protein	182	lmo1333a.fasta
lmo1335	rpmG	1363826	150	50S ribosomal protein L33	57	lmo1335.fasta
lmo1337		1364669	1539	hypothetical protein	757	lmo1337.fasta
lmo1338		1366220	213	hypothetical protein	147	lmo1338.fasta
lmo1340		1367559	1092	hypothetical protein	597	lmo1340.fasta
lmo1341		1368668	318	competence protein ComG	239	lmo1341.fasta
lmo1342		1368982	468	competence protein ComGF	295	lmo1342.fasta
lmo1344		1369683	429	competence protein ComGD	256	lmo1344.fasta
lmo1345		1370108	324	competence protein ComGC	226	lmo1345.fasta
lmo1346	comGB	1370445	1032	competence protein ComGB	625	lmo1346.fasta
lmo1348	gcvT	1373015	1089	glycine cleavage system aminomethyltransferase T	635	lmo1348.fasta
lmo1349		1374119	1347	glycine dehydrogenase subunit 1	662	lmo1349.fasta
lmo1350		1375462	1467	glycine dehydrogenase subunit 2	730	lmo1350.fasta
lmo1351		1376968	381	hypothetical protein	198	lmo1351.fasta
lmo1353		1377695	966	hypothetical protein	622	lmo1353.fasta
lmo1354		1378840	1062	aminopeptidase P	642	lmo1354.fasta
lmo1355	efp	1380004	558	elongation factor P	384	lmo1355.fasta
lmo1357		1381201	1365	acetyl-CoA carboxylase biotin carboxylase subunit	654	lmo1357.fasta
lmo1358		1382569	408	hypothetical protein	175	lmo1358.fasta
lmo1359	nusB	1383007	387	transcription antitermination protein NusB	194	lmo1359.fasta
lmo1360	folD	1383489	855	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"	491	lmo1360.fasta
lmo1361	xseA	1384362	1353	exodeoxyribonuclease VII large subunit	659	lmo1361.fasta
lmo1363		1385934	882	geranyltranstransferase	588	lmo1363.fasta
lmo1364	cspL	1387014	201	cold-shock protein	61	lmo1364.fasta
lmo1367		1390222	450	arginine repressor ArgR	195	lmo1367.fasta
lmo1368	recN	1390694	1692	DNA repair protein	813	lmo1368.fasta
lmo1370		1393517	1068	butyrate kinase	633	lmo1370.fasta
lmo1371		1394599	1428	dihydrolipoamide dehydrogenase	869	lmo1371.fasta
lmo1372		1396051	996	branched-chain alpha-keto acid dehydrogenase subunit E1	554	lmo1372.fasta
lmo1373		1397063	984	branched-chain alpha-keto acid dehydrogenase subunit E1	536	lmo1373.fasta
lmo1374		1398077	1251	branched-chain alpha-keto acid dehydrogenase subunit E2	740	lmo1374.fasta
lmo1376		1400941	1419	6-phosphogluconate dehydrogenase	705	lmo1376.fasta
lmo1377	lisR	1402550	681	two-component response regulator	342	lmo1377.fasta
lmo1378	lisK	1403227	1452	two-component sensor histidine kinase	740	lmo1378.fasta
lmo1379		1404714	828	sporulation protein SpoJ	453	lmo1379.fasta
lmo1380		1405578	282	hypothetical protein	144	lmo1380.fasta
lmo1381		1405945	282	acylphosphatase	175	lmo1381.fasta
lmo1383		1406742	1077	isopentenyl pyrophosphate isomerase	595	lmo1383.fasta
lmo1384		1407859	960	hypothetical protein	629	lmo1384.fasta
lmo1385		1409070	927	hypothetical protein	485	lmo1385.fasta
lmo1386		1410148	2274	DNA translocase	994	lmo1386.fasta
lmo1388	tcsA	1413646	1074	"CD4+ T cell-stimulating antigen, lipoprotein"	395	lmo1388.fasta
