Locus	Gene	Start	Length	Product	Allele Count	Alleles
STMMW12451		1319260	462	putative MutT family protein	294	STMMW_12451.fasta
STMMW12511		1325977	240	putative virulence protein (MsgA)	118	STMMW_12511.fasta
STMMW12521		1326407	522	putative lipoprotein	341	STMMW_12521.fasta
STMMW12531		1327343	213	cold shock protein (CspH)	121	STMMW_12531.fasta
STMMW12541		1327687	264	putative outer membrane virulence protein (PagD)	256	STMMW_12541.fasta
STMMW12551		1328849	471	outer membrane invasion protein (PagC)	232	STMMW_12551.fasta
STMMW12561		1330556	345	putative secreted protein	207	STMMW_12561.fasta
STMMW12562		1331278	126		64	STMMW_12562.fasta
STMMW12581		1332027	468	putative heat shock protein	274	STMMW_12581.fasta
STMMW12591		1332833	1044	hypothetical protein	599	STMMW_12591.fasta
STMMW12601		1333959	531	putative cytochrome	359	STMMW_12601.fasta
STMMW12611		1334638	315	putative lipoprotein	184	STMMW_12611.fasta
STMMW12621		1335634	1635	putative substrate-binding transport protein	760	STMMW_12621.fasta
STMMW12631		1337268	975	putative inner membrane transport protein	568	STMMW_12631.fasta
STMMW12641		1338232	813	putative inner membrane transport protein	509	STMMW_12641.fasta
STMMW12651		1339038	798	putative ABC transport ATP-binding protein	549	STMMW_12651.fasta
STMMW12661		1339829	591	putative ABC transport ATP-binding subunit	423	STMMW_12661.fasta
STMMW12671		1340501	1134	putative membrane protein	582	STMMW_12671.fasta
STMMW12681		1341828	327	conserved hypothetical protein	199	STMMW_12681.fasta
STMMW12691		1342351	648	putative exported protein	455	STMMW_12691.fasta
STMMW12701		1343107	789	aminoglycoside-resistance protein	541	STMMW_12701.fasta
STMMW12711		1344040	594	putative regulatory protein	443	STMMW_12711.fasta
STMMW12721		1344702	849	putative transcriptional regulator	446	STMMW_12721.fasta
STMMW12731		1345805	249	hypothetical protein	82	STMMW_12731.fasta
STMMW12751		1346364	546	putative chorismate mutase	374	STMMW_12751.fasta
STMMW12761		1347106	639	putative membrane transport protein	390	STMMW_12761.fasta
STMMW12771		1347917	363	conserved hypothetical protein	200	STMMW_12771.fasta
STMMW12781		1348282	183	conserved hypothetical protein	121	STMMW_12781.fasta
STMMW12791		1348694	642	putative membrane protein	401	STMMW_12791.fasta
STMMW12801		1349457	186	conserved hypothetical protein	178	STMMW_12801.fasta
STMMW12811		1349650	249	putative inner membrane protein	123	STMMW_12811.fasta
STMMW12821		1350331	252	conserved hypothetical protein	169	STMMW_12821.fasta
STMMW12831		1350651	312	hypothetical protein	277	STMMW_12831.fasta
STMMW12841		1350948	348	putative bacteriophage protein	251	STMMW_12841.fasta
STMMW12851		1351414	1185	putative membrane protein	705	STMMW_12851.fasta
STMMW12861		1352699	795	putative transcriptional regulator	513	STMMW_12861.fasta
STMMW12862		1353473	447	putative membrane protein	306	STMMW_12862.fasta
STMMW12881		1354229	519	conserved hypothetical protein	323	STMMW_12881.fasta
SNSL254A1382		1355241	117	conserved hypothetical protein	109	SNSL254_A1382.fasta
STMMW12901		1356931	1287	conserved hypothetical protein	690	STMMW_12901.fasta
STMMW12911		1358340	1935	conserved hypothetical protein	789	STMMW_12911.fasta
STMMW12921		1360701	747	putative outer membrane protein	392	STMMW_12921.fasta
STMMW12931		1361737	1197	putative regulatory protein	682	STMMW_12931.fasta
STMMW12951		1363986	885	conserved hypothetical protein	540	STMMW_12951.fasta
STMMW12971		1365205	996	glyceraldehyde 3-phosphate dehydrogenase a	379	STMMW_12971.fasta
STMMW12981		1366512	444	conserved hypothetical protein	254	STMMW_12981.fasta
STMMW12991		1366997	279	conserved hypothetical protein	119	STMMW_12991.fasta
STMMW13001		1367627	657	pyrazinamidase/nicotinamidase	421	STMMW_13001.fasta
STMMW13011		1368310	1017	L-asparaginase I	558	STMMW_13011.fasta
STMMW13021		1369422	1857	protease IV	841	STMMW_13021.fasta
STMMW13031		1371452	552	putative nitroreductase	372	STMMW_13031.fasta
STMMW13041		1372121	1044	Selenium donor protein	627	STMMW_13041.fasta
STMMW13051		1373169	1950	DNA topoisomerase iii	788	STMMW_13051.fasta
STMMW13061		1375148	1344	NADP-specific glutamate dehydrogenase	746	STMMW_13061.fasta
STMMW13071		1376730	276	putative exported protein	188	STMMW_13071.fasta
STMMW13081		1376965	417	putative MutT-family protein	338	STMMW_13081.fasta
STMMW13091		1377454	807	exodeoxyribonuclease III	526	STMMW_13091.fasta
STMMW13101		1378706	1227	Acetylornithine/succinyldiaminopimelate aminotransferase	735	STMMW_13101.fasta
STMMW13111		1379923	1035	arginine N-succinyltransferase	602	STMMW_13111.fasta
STMMW13121		1380954	1479	succinylglutamic semialdehyde dehydrogenase	825	STMMW_13121.fasta
STMMW13131		1382429	1344	succinylarginine dihydrolase	708	STMMW_13131.fasta
STMMW13141		1383765	969	succinylglutamate desuccinylase	677	STMMW_13141.fasta
STMMW13151		1385069	486	putative exported protein	344	STMMW_13151.fasta
STMMW13161		1385629	909	conserved hypothetical protein	591	STMMW_13161.fasta
STMMW13171		1386631	828	3-dependent NAD+ synthetase EC 6.3.1.5. Probable glutamine-dependent NAD+ synthetase EC 6.3.5.1	492	STMMW_13171.fasta
STMMW13181		1387677	342	osmotically inducible lipoprotein E precursor	187	STMMW_13181.fasta
STMMW13191		1388319	321	PTS system, cellobiose-specific IIb component	180	STMMW_13191.fasta
STMMW13201		1388722	1359	PTS system, cellobiose-specific IIC component	842	STMMW_13201.fasta
STMMW13211		1390131	348	phosphoenolpyruvate dependent phosphotransferase enzyme III-cellobiose	198	STMMW_13211.fasta
STMMW13221		1390567	765	putative cel operon repressor	396	STMMW_13221.fasta
STMMW13231		1391456	1356	phospho-beta-glucosidase B	715	STMMW_13231.fasta
STMMW13241		1392824	759	conserved hypothetical protein	451	STMMW_13241.fasta
STMMW13251		1393626	2253	catalase HPII	992	STMMW_13251.fasta
STMMW13261		1396243	243	cell division activator CedA	127	STMMW_13261.fasta
STMMW13271		1396587	1392	putative sodium:dicarboxylate symporter	767	STMMW_13271.fasta
STMMW13281		1398115	600	putative membrane protein	363	STMMW_13281.fasta
STMMW13291		1398852	669	putative hydrolase	478	STMMW_13291.fasta
STMMW13301		1399669	537	putative membrane protein	252	STMMW_13301.fasta
STMMW13311		1400248	861	conserved hypothetical protein	468	STMMW_13311.fasta
STMMW13321		1401215	291	conserved hypothetical protein	186	STMMW_13321.fasta
STMMW13331		1401602	933	6-phosphofructokinase isozyme	540	STMMW_13331.fasta
STMMW13341		1402823	759	putative outer membrane protein	369	STMMW_13341.fasta
STMMW13351		1403630	960	putative outer membrane protein	497	STMMW_13351.fasta
STMMW13371		1405061	837	putative DNA/RNA non-specific endonuclease	532	STMMW_13371.fasta
STMMW13401		1408714	1929	ThrRS	734	STMMW_13401.fasta
STMMW13411		1410754	435	Translation initiation factor IF-3. Translation initiation factor IF-3, chloroplast	119	STMMW_13411.fasta
STMMW13421		1411284	198	50S ribosomal protein L35. Chloroplast 50S ribosomal protein L35	66	STMMW_13421.fasta
STMMW13431		1411532	357	50S ribosomal subunit protein L20	104	STMMW_13431.fasta
STMMW13441		1412190	984	PheRS	545	STMMW_13441.fasta
STMMW13451		1413189	2388	PheRS	995	STMMW_13451.fasta
STMMW13461		1415581	300	integration host factor alpha-subunit	65	STMMW_13461.fasta
STMMW13471		1416074	990	Vitamin B12 transport system permease protein btuC	571	STMMW_13471.fasta
STMMW13481		1417155	552	putative glutathione peroxidase/vitamin B12 transport periplasmic protein BtuE	322	STMMW_13481.fasta
STMMW13491		1417706	750	vitamin B12 ABC transport ATP-binding protein	468	STMMW_13491.fasta
STMMW13501		1418532	465	putative lipoprotein	228	STMMW_13501.fasta
STMMW13511		1419310	714	conserved hypothetical protein	583	STMMW_13511.fasta
STMMW13521		1420085	1443	conserved hypothetical protein	759	STMMW_13521.fasta
STMMW13531		1421562	192	conserved hypothetical protein	193	STMMW_13531.fasta
STMMW13541		1421910	1047	3-deoxy-D-arabinoheptulosonate 7-phosphate synthase	558	STMMW_13541.fasta
STMMW13551		1423112	834	conserved hypothetical protein	529	STMMW_13551.fasta
STMMW13561		1424282	2379	phosphoenolpyruvate synthase	984	STMMW_13561.fasta
STMMW13651		1436129	759	3-dehydroquinate dehydratase	287	STMMW_13651.fasta
STMMW13701		1441633	1119	lipoprotein	563	STMMW_13701.fasta
STMMW13711		1443016	3057	conserved hypothetical FAD-binding protein	1136	STMMW_13711.fasta
STMMW13721		1446069	411	conserved hypothetical protein	255	STMMW_13721.fasta
STMMW13731		1446578	189	conserved hypothetical protein	86	STMMW_13731.fasta
STMMW13741		1447054	1347	putative transporter	693	STMMW_13741.fasta
STMMW13751		1448827	369	conserved hypothetical protein	205	STMMW_13751.fasta
STMMW13761		1449204	1488	conserved hypothetical protein	738	STMMW_13761.fasta
STMMW13771		1450708	747	putative ABC transport ATP-binding subunit	460	STMMW_13771.fasta
STMMW13781		1451429	1272	conserved hypothetical protein	650	STMMW_13781.fasta
STMMW13791		1452697	1221	putative amintransferase	695	STMMW_13791.fasta
STMMW13801		1453930	417	conserved hypothetical protein	297	STMMW_13801.fasta
STMMW13811		1454501	1002	putative exported protein	617	STMMW_13811.fasta
STMMW13831		1456438	1359	pyruvate kinase	633	STMMW_13831.fasta
STMMW13881		1462867	3063	tetrathionate reductase subunit A	1127	STMMW_13881.fasta
STMMW13891		1465922	1023	tetrathionate reductase subunit C (membrane protein)	639	STMMW_13891.fasta
STMMW13901		1466945	753	tetrathionate reductase subunit B	500	STMMW_13901.fasta
STMMW13911		1467861	1779	putative histidine kinase, two component regulatory protein	876	STMMW_13911.fasta
STMMW13921		1469614	621	putative two-component response regulator	348	STMMW_13921.fasta
STMMW13931		1470332	213	pathogenicity island protein	121	STMMW_13931.fasta
STMMW13941		1470640	960	putative pathogenicity island protein	592	STMMW_13941.fasta
STMMW13951		1471772	729	putative transcriptional regulator	475	STMMW_13951.fasta
STMMW13961		1472679	639	putative two-component response regulator	286	STMMW_13961.fasta
STMMW13971		1473348	2763	putative two-component sensor kinase	1081	STMMW_13971.fasta
STMMW13981		1476511	402	putative pathogenicity island 2 secreted effector protein	254	STMMW_13981.fasta
STMMW13991		1476914	1494	putative outer membrane secretory protein	667	STMMW_13991.fasta
STMMW14001		1478388	1212	putative pathogenicity island protein	543	STMMW_14001.fasta
STMMW14021		1480113	327	putative pathogenicity island protein	186	STMMW_14021.fasta
STMMW14031		1480446	591	putative pathogenicity island effector effector protein	372	STMMW_14031.fasta
STMMW14041		1481033	474	putative Type III secretion system chaperone protein	333	STMMW_14041.fasta
STMMW14051		1481509	1455	putative pathogenicity island effector protein	705	STMMW_14051.fasta
STMMW14061		1482979	588	putative pathogenicity island effector protein	437	STMMW_14061.fasta
STMMW14071		1483569	417	putative pathogenicity island effector protein	250	STMMW_14071.fasta
STMMW14081		1484037	435	putative pathogenicity island protein	243	STMMW_14081.fasta
STMMW14091		1484487	783	putative pathogenicity island effector protein	515	STMMW_14091.fasta
STMMW14101		1485266	690	putative pathogenicity island effector protein	393	STMMW_14101.fasta
STMMW14111		1486049	216	putative pathogenicity island protein	86	STMMW_14111.fasta
STMMW14121		1486305	228	Type three secretion system apparatus	133	STMMW_14121.fasta
STMMW14131		1486544	249	putative pathogenicity island protein	187	STMMW_14131.fasta
STMMW14141		1486789	750	putative pathogenicity island lipoprotein	394	STMMW_14141.fasta
STMMW14151		1487556	549	putative pathogenicity island protein	279	STMMW_14151.fasta
STMMW14161		1488101	675	putative pathogenicity island protein	455	STMMW_14161.fasta
STMMW14171		1488741	1017	putative secretion system protein	534	STMMW_14171.fasta
STMMW14181		1489815	369	putative pathogenicity island protein	214	STMMW_14181.fasta
STMMW14191		1490168	2046	putative type III secretion protein	714	STMMW_14191.fasta
STMMW14201		1492203	1302	putative type III secretion ATP synthase	647	STMMW_14201.fasta
STMMW14211		1493453	432	putative type III secretion protein	258	STMMW_14211.fasta
STMMW14221		1493865	375	putative type III secretion protein	219	STMMW_14221.fasta
STMMW14231		1494220	969	putative type III secretion protein	517	STMMW_14231.fasta
STMMW14241		1495256	648	putative type III secretion protein	323	STMMW_14241.fasta
STMMW14251		1495900	267	putative type III secretion protein	125	STMMW_14251.fasta
STMMW14261		1496167	780	putative type III secretion protein	534	STMMW_14261.fasta
STMMW14271		1496943	1059	putative type III secretion protein	615	STMMW_14271.fasta
STMMW14281		1498474	1374	Multidrug-efflux transporter	698	STMMW_14281.fasta
STMMW14291		1500064	642	riboflavin synthase alpha chain	354	STMMW_14291.fasta
STMMW14301		1500747	1149	cyclopropane-fatty-acyl-phospholipid synthase	549	STMMW_14301.fasta
STMMW14311		1502185	1206	putative integral membrane transport protein	634	STMMW_14311.fasta
STMMW14321		1503503	933	putative transcriptional regulator	569	STMMW_14321.fasta
STMMW14331		1504432	1026	purine nucleotide synthesis repressor	566	STMMW_14331.fasta
STMMW14332		1505753	90		38	STMMW_14332.fasta
STMMW14341		1505925	582	superoxide dismutase	332	STMMW_14341.fasta
STMMW14351		1506633	855	putative secreted protein	434	STMMW_14351.fasta
STMMW14361		1507789	348	conserved hypothetical protein	167	STMMW_14361.fasta
STMMW14371		1508214	648	Exoribonuclease T	336	STMMW_14371.fasta
STMMW14381		1508962	408	lactoylglutathione lyase	238	STMMW_14381.fasta
STMMW14391		1509438	1098	N-ethylmaleimide reductase	646	STMMW_14391.fasta
STMMW14401		1510594	600	putative TetR-family transcriptional regulator	406	STMMW_14401.fasta
STMMW14411		1511296	240	conserved hypothetical protein	138	STMMW_14411.fasta
STMMW14421		1511586	897	putative oxidoreductase	528	STMMW_14421.fasta
STMMW14431		1512562	522	copper-zinc superoxide dismutase	368	STMMW_14431.fasta
STMMW14441		1513059	2040	putative membrane protein	889	STMMW_14441.fasta
STMMW14451		1515098	897	putative HlyD-family protein	546	STMMW_14451.fasta
STMMW14461		1515961	237	putative membrane protein	91	STMMW_14461.fasta
STMMW14471		1516392	441	Transcriptional regulator	217	STMMW_14471.fasta
STMMW14481		1516880	468	outer membrane lipoprotein SlyB precursor	235	STMMW_14481.fasta
STMMW14491		1517619	1122	conserved hypothetical protein	649	STMMW_14491.fasta
STMMW14501		1518828	330	lipoprotein	139	STMMW_14501.fasta
STMMW14511		1519216	657	pyridoxamine 5'-phosphate oxidase	434	STMMW_14511.fasta
STMMW14521		1519999	1275	tyrosyl-tRNA synthetase	552	STMMW_14521.fasta
STMMW14541		1522252	606	glutathione S-transferase	401	STMMW_14541.fasta
STMMW14551		1522962	1506	putative proton/oligopeptide symporter	677	STMMW_14551.fasta
STMMW14561		1525069	636	endonuclease III	431	STMMW_14561.fasta
STMMW14571		1525704	693	electron transport complex protein	420	STMMW_14571.fasta
STMMW14581		1526399	621	electron transport complex protein RnfG	420	STMMW_14581.fasta
STMMW14591		1527023	1059	electron transport complex protein RnfD	599	STMMW_14591.fasta
STMMW14611		1530282	579	Electron transport complex protein rnfB	335	STMMW_14611.fasta
STMMW14621		1530860	582	electron transport complex protein RnfA	286	STMMW_14621.fasta
STMMW14631		1531518	441	putative membrane protein	205	STMMW_14631.fasta
STMMW14641		1532047	216	conserved hypothetical protein	136	STMMW_14641.fasta
STMMW14642		1532560	126		66	STMMW_14642.fasta
STMMW14651		1532893	1041	putative oxidoreductase	623	STMMW_14651.fasta
STMMW14661		1534008	1002	Adenosine aminohydrolase	601	STMMW_14661.fasta
STMMW14671		1535713	1509	exported protein	792	STMMW_14671.fasta
STMMW14681		1537324	1176	mannose-6-phosphate isomerase	669	STMMW_14681.fasta
STMMW14691		1538699	1647	fumarate hydratase class I, aerobic	853	STMMW_14691.fasta
STMMW14701		1540513	1404	Fumarase C	728	STMMW_14701.fasta
STMMW14711		1541913	930	DNA replication terminus site-binding protein	581	STMMW_14711.fasta
STMMW14721		1542918	1302	two component sensor kinase	722	STMMW_14721.fasta
STMMW14751		1547802	732	putative two-component response regulator	355	STMMW_14751.fasta
STMMW14761		1548660	336	putative membrane protein	171	STMMW_14761.fasta
STMMW14771		1549057	1383	putative amino acid permease	715	STMMW_14771.fasta
STMMW14781		1550738	945	putative exported protein	495	STMMW_14781.fasta
STMMW14791		1552209	1530	pyridine nucleotide transhydrogenase subunit-alpha	777	STMMW_14791.fasta
STMMW14801		1553749	1389	pyridine nucleotide transhydrogenase subunit-beta	690	STMMW_14801.fasta
STMMW14811		1555312	1035	putative membrane protein	563	STMMW_14811.fasta
STMMW14821		1556764	363	putative conserved membrane protein	233	STMMW_14821.fasta
STMMW14831		1557113	330	putative membrane protein	197	STMMW_14831.fasta
STMMW14841		1557482	822	putative secreted protein	498	STMMW_14841.fasta
STMMW14861		1559215	1254	putative membrane transport protein	684	STMMW_14861.fasta
STMMW14871		1560588	900	putative regulatory protein	651	STMMW_14871.fasta
STMMW14881		1561615	1221	putative regulatory protein	734	STMMW_14881.fasta
STMMW14891		1562961	696	DTB synthetase	469	STMMW_14891.fasta
STMMW14901		1563612	1290	Voltage-gated ClC-type chloride channel clcB. Putative chloride channel protein clcB-like	720	STMMW_14901.fasta
STMMW14911		1565037	1149	putative ABC transporter ATP/GTP-binding protein	618	STMMW_14911.fasta
STMMW14921		1566185	648	putative ABC transporter membrane protein	447	STMMW_14921.fasta
STMMW14931		1566842	903	putative ABC transporter periplasmic binding protein	611	STMMW_14931.fasta
STMMW14941		1567773	711	putative ABC transporter membrane protein	514	STMMW_14941.fasta
STMMW14951		1568788	615	conserved hypothetical protein	436	STMMW_14951.fasta
STMMW14991		1573466	2442	putative dimethyl sulphoxide reductase subunit	1044	STMMW_14991.fasta
STMMW15001		1576061	309	putative exported protein	209	STMMW_15001.fasta
STMMW15021		1577224	561	spermidine N1-acetyltransferase	269	STMMW_15021.fasta
STMMW15031		1577820	342	putative secreted protein	141	STMMW_15031.fasta
STMMW15041		1578314	327	putative membrane protein	244	STMMW_15041.fasta
STMMW15051		1578762	1215	starvation sensing protein RspA	660	STMMW_15051.fasta
STMMW15091		1584116	204	conserved hypothetical protein	104	STMMW_15091.fasta
STMMW15101		1584500	687	putative regulatory protein	420	STMMW_15101.fasta
STMMW15111		1585316	747	putative oxidoreductase	384	STMMW_15111.fasta
STMMW15121		1586201	2043	dipeptidyl carboxypeptidase II	968	STMMW_15121.fasta
STMMW15151		1589844	393	putative periplasmic protein	276	STMMW_15151.fasta
STMMW15191		1593596	435	multiple antibiotic resistance protein MarA	132	STMMW_15191.fasta
STMMW15201		1593999	435	multiple antibiotic resistance protein MarR	213	STMMW_15201.fasta
STMMW15211		1594692	666	putative membrane protein	337	STMMW_15211.fasta
STMMW15221		1595404	1185	Probable sugar efflux transporter	625	STMMW_15221.fasta
STMMW15231		1596704	873	putative regulatory protein	523	STMMW_15231.fasta
STMMW15241		1597679	1389	putative oxidoreductase	797	STMMW_15241.fasta
STMMW15251		1599140	927	probable glutaminase	562	STMMW_15251.fasta
STMMW15261		1600066	360	conserved hypothetical protein	234	STMMW_15261.fasta
STMMW15321		1605399	1062	hydrogenase-1 operon protein HyaF2	609	STMMW_15321.fasta
STMMW15331		1606478	411	hydrogenase-1 operon protein HyaE2	279	STMMW_15331.fasta
STMMW15341		1606885	345	hydrogenase isoenzymes formation protein	235	STMMW_15341.fasta
STMMW15351		1607184	609	hydrogenase 1 maturation protease	362	STMMW_15351.fasta
STMMW15361		1607798	744	Ni/Fe-hydrogenase 1 b-type cytochrome subunit HyaC2	374	STMMW_15361.fasta
STMMW15371		1608492	1803	uptake hydrogenase-1 large subunit	810	STMMW_15371.fasta
STMMW15531		1628575	2076	putative glycogen debranching protein	919	STMMW_15531.fasta
STMMW15541		1630707	2529	putative hydrolase	1032	STMMW_15541.fasta
STMMW15551		1633232	1785	putative hydrolase	895	STMMW_15551.fasta
STMMW15561		1635145	786	putative exported protein	577	STMMW_15561.fasta
STMMW15571		1636073	330	putative secreted protein	138	STMMW_15571.fasta
STMMW15581		1636752	432	osmotically inducible protein C	300	STMMW_15581.fasta
STMMW15591		1637696	216	conserved hypothetical protein	120	STMMW_15591.fasta
STMMW15601		1638006	144	30S ribosomal protein S22	75	STMMW_15601.fasta
STMMW15611		1638326	1698	NAD-linked malic enzyme	821	STMMW_15611.fasta
STMMW15621		1640390	930	alcohol dehydrogenase	595	STMMW_15621.fasta
STMMW15681		1648920	381	conserved hypothetical protein	199	STMMW_15681.fasta
STMMW15691		1649325	1488	methyl viologen resistance protein SmvA	796	STMMW_15691.fasta
STMMW15701		1650929	579	putative regulatory protein	449	STMMW_15701.fasta
STMMW15771		1660890	846	N-hydroxyarylamine O-acetyltransferase	552	STMMW_15771.fasta
STMMW15791		1663164	1494	L-asparagine permease	708	STMMW_15791.fasta
STMMW15801		1664734	222	putative lipoprotein	130	STMMW_15801.fasta
STMMW15811		1665100	1062	possible ATP-binding protein	636	STMMW_15811.fasta
STMMW15821		1666425	2121	probable TonB-dependent receptor YncD precursor	990	STMMW_15821.fasta
STMMW15831		1668612	666	putative regulatory protein	426	STMMW_15831.fasta
STMMW15841		1669611	1071	putative NADP-dependent oxidoreductase	642	STMMW_15841.fasta
STMMW15851		1670860	516	putative acetyltransferase	311	STMMW_15851.fasta
STMMW15861		1671375	450	putative membrane protein	333	STMMW_15861.fasta
STMMW15871		1671829	234	conserved hypothetical protein	170	STMMW_15871.fasta
STMMW15881		1672286	1320	putative virulence effector protein	696	STMMW_15881.fasta
STMMW15901		1676588	2145	putative virulence effector protein	942	STMMW_15901.fasta
STMMW15921		1679349	1446	putative aldehyde dehydrogenase	725	STMMW_15921.fasta
STMMW15981		1685920	231	putative exported protein	140	STMMW_15981.fasta
STMMW15991		1686151	1965	putative peptidase	861	STMMW_15991.fasta
STMMW16021		1690053	669	putative lipoprotein	433	STMMW_16021.fasta
STMMW16031		1690877	597	tellurite resistance protein TehB	406	STMMW_16031.fasta
STMMW16041		1691460	1014	tellurite resistance protein TehA	559	STMMW_16041.fasta
STMMW16051		1692580	981	putative transferase	651	STMMW_16051.fasta
STMMW16061		1693557	540	ribosomal-protein-serine acetyltransferase	368	STMMW_16061.fasta
STY1774	STY1774	1697146	45	putative RNA methyltransferase	13	STY1774.fasta
STMMW16131		1699082	792	putative regulatory protein	516	STMMW_16131.fasta
STMMW16161		1701571	576	putative exported protein	563	STMMW_16161.fasta
STMMW16171		1702342	1656	Glucans biosynthesis protein D precursor	803	STMMW_16171.fasta
STMMW16181		1704217	1509	putative esterase	757	STMMW_16181.fasta
STMMW16331		1721405	663	possible methyltransferase	377	STMMW_16331.fasta
STMMW16341		1722338	531	cytochrome b561 (cytochrome b-561)	377	STMMW_16341.fasta
STMMW16351		1722985	801	conserved hypothetical protein	540	STMMW_16351.fasta
STMMW16361		1723849	3903	ATP-dependent helicase HrpA	1283	STMMW_16361.fasta
STMMW16371		1727952	606	ACP phosphodiesterase	487	STMMW_16371.fasta
STMMW16391		1729146	324	putative secreted protein	262	STMMW_16391.fasta
STMMW16401		1729477	192	putative lipoprotein	80	STMMW_16401.fasta
STMMW16411		1729668	2637	putative exported protein	1016	STMMW_16411.fasta
STMMW16421		1732544	990	D-lactate dehydrogenase	560	STMMW_16421.fasta
STMMW16431		1733644	411	heat shock protein (hslJ)	268	STMMW_16431.fasta
STMMW16441		1734098	156	conserved hypothetical protein	109	STMMW_16441.fasta
STMMW16451		1734280	300	conserved hypothetical protein	130	STMMW_16451.fasta
STMMW16461		1734640	3525	probable pyruvate-flavodoxin oxidoreductase	1210	STMMW_16461.fasta
STMMW16471		1738646	435	conserved hypothetical protein	260	STMMW_16471.fasta
STMMW16481		1739130	339	Putative multi-drug transporter	187	STMMW_16481.fasta
STMMW16501		1739824	936	conserved hypothetical protein	613	STMMW_16501.fasta
STMMW16511		1740803	1374	ATP-independent RNA helicase (DbpA)	739	STMMW_16511.fasta
STMMW16521		1742663	984	putative membrane transport protein	504	STMMW_16521.fasta
STMMW16541		1745357	564	conserved hypothetical protein	346	STMMW_16541.fasta
STMMW16551		1746178	516	O6-methylguanine-DNA-alkyltransferase	375	STMMW_16551.fasta
STMMW16561		1746847	795	fumarate and nitrate reduction regulatory protein	490	STMMW_16561.fasta
STMMW16571		1747792	948	conserved hypothetical protein	548	STMMW_16571.fasta
STMMW16581		1748794	255	putative membrane protein	110	STMMW_16581.fasta
STMMW16591		1749287	1032	putative membrane protein	496	STMMW_16591.fasta
STMMW16601		1750404	603	conserved hypothetical DNA-binding protein	421	STMMW_16601.fasta
STMMW16611		1751050	687	conserved hypothetical protein	503	STMMW_16611.fasta
STMMW16751		1766316	729	conserved hypothetical protein	501	STMMW_16751.fasta
STMMW16761		1767019	966	putative mandelate racemase / muconate lactonizing enzyme family protein	563	STMMW_16761.fasta
STMMW16771		1768100	507	Probable thiol peroxidase	252	STMMW_16771.fasta
STMMW16781		1768696	1542	transcriptional regulatory protein TyrR	787	STMMW_16781.fasta
STMMW16791		1770385	1062	putative membrane protein	626	STMMW_16791.fasta
STMMW16801		1771443	1404	putative ATP-binding protein	708	STMMW_16801.fasta
STMMW16831		1773620	360	phage shock protein C	234	STMMW_16831.fasta
STMMW16841		1773979	225	phage shock protein B	123	STMMW_16841.fasta
STMMW16851		1774263	669	phage shock protein A	439	STMMW_16851.fasta
STMMW16871		1776194	1650	peptide transport periplasmic protein SapA precursor	750	STMMW_16871.fasta
STMMW16881		1778011	795	peptide transport system permease protein SapB	477	STMMW_16881.fasta
STMMW16891		1778792	891	peptide transport system permease protein SapC	544	STMMW_16891.fasta
STMMW16901		1779682	993	peptide transport system ATP-binding protein SapD	523	STMMW_16901.fasta
STMMW16911		1780676	807	peptide transport system ATP-binding protein SapF	439	STMMW_16911.fasta
STMMW16921		1781498	708	conserved hypothetical protein	541	STMMW_16921.fasta
STMMW16961		1784651	789	enoyl-[acyl-carrier-protein] reductase (NADH)	422	STMMW_16961.fasta
STMMW16981		1786861	1935	RNase II	856	STMMW_16981.fasta
STMMW16991		1789057	1983	conserved hypothetical protein	1123	STMMW_16991.fasta
STMMW16992		1791161	180		103	STMMW_16992.fasta
STMMW17001		1791427	753	putative regulatory protein	418	STMMW_17001.fasta
STMMW17002		1792438	219		124	STMMW_17002.fasta
STMMW17011		1792776	327	putative translation initiaiton factor	220	STMMW_17011.fasta
STMMW17021		1793102	738	OMP decarboxylase	526	STMMW_17021.fasta
STMMW17031		1794030	1116	conserved hypothetical protein	592	STMMW_17031.fasta
STMMW17041		1795206	309	putative membrane protein	180	STMMW_17041.fasta
STMMW17051		1795664	765	phosphatidylglycerophosphatase B	386	STMMW_17051.fasta
STMMW17061		1796624	591	GTP cyclohydrolase II	300	STMMW_17061.fasta
STMMW17071		1797270	2676	aconitate hydratase 1 (citrate hydro-lyase 1)	1095	STMMW_17071.fasta
t1733		1798254	249	hypothetical protein	50	t1733.fasta
STMMW17072		1800501	129		80	STMMW_17072.fasta
STMMW17081		1800922	975	cys regulon transcriptional activator	588	STMMW_17081.fasta
STMMW17101		1802307	2598	DNA topoisomerase I, omega protein I	980	STMMW_17101.fasta
STMMW17111		1805307	252	conserved hypothetical protein	128	STMMW_17111.fasta
STMMW17121		1805600	1047	putative protease	617	STMMW_17121.fasta
STMMW17131		1806884	762	hypothetical oxidoreductase	514	STMMW_17131.fasta
STMMW17141		1807642	591	COB(I) alamin adenosyltransferase	392	STMMW_17141.fasta
STMMW17151		1808319	876	putative pseudouridine synthase	442	STMMW_17151.fasta
STMMW17161		1809295	621	conserved hypothetical protein	377	STMMW_17161.fasta
STMMW17171		1809923	882	conserved hypothetical protein	501	STMMW_17171.fasta
STMMW17181		1811065	1563	anthranilate synthase component I	834	STMMW_17181.fasta
STMMW17191		1812627	1596	anthranilate phosphoribosyltransferase	817	STMMW_17191.fasta
STMMW17201		1814226	1359	IGPS	793	STMMW_17201.fasta
STMMW17211		1815594	1194	tryptophan synthase beta chain	660	STMMW_17211.fasta
