Locus	Gene	Start	Length	Product	Allele Count	Alleles
OG1RFRS02030		389248	411	DUF4809 domain-containing protein	100	OG1RF_RS02030.fasta
OG1RFRS02035		389706	828	LysR family transcriptional regulator	142	OG1RF_RS02035.fasta
OG1RFRS02040		390675	969	C4-dicarboxylate ABC transporter	173	OG1RF_RS02040.fasta
OG1RFRS02045		391666	960	epimerase	241	OG1RF_RS02045.fasta
OG1RFRS02055		393098	618	nitroreductase	168	OG1RF_RS02055.fasta
OG1RFRS02060		393903	1014	lipoate--protein ligase A	248	OG1RF_RS02060.fasta
OG1RFRS02075		396599	279	hypothetical protein	50	OG1RF_RS02075.fasta
OG1RFRS02080		396882	936	LacI family transcriptional regulator	241	OG1RF_RS02080.fasta
OG1RFRS02085		397988	597	nitroreductase	148	OG1RF_RS02085.fasta
OG1RFRS02090		398627	846	glyoxalase	191	OG1RF_RS02090.fasta
OG1RFRS02100		400376	1401	Xaa-Pro aminopeptidase	309	OG1RF_RS02100.fasta
OG1RFRS02105		401864	651	DNA polymerase	182	OG1RF_RS02105.fasta
OG1RFRS02115		404054	1809	M3B subfamily peptidase	303	OG1RF_RS02115.fasta
OG1RFRS02120		406008	510	membrane protein	121	OG1RF_RS02120.fasta
OG1RFRS02125		406648	729	YebC/PmpR family DNA-binding transcriptional regulator	164	OG1RF_RS02125.fasta
OG1RFRS02130		407429	471	hypothetical protein	137	OG1RF_RS02130.fasta
OG1RFRS02135		407975	174	hypothetical protein	21	OG1RF_RS02135.fasta
OG1RFRS02140		408261	975	glyoxalase	237	OG1RF_RS02140.fasta
OG1RFRS02145		409266	573	hypothetical protein	157	OG1RF_RS02145.fasta
OG1RFRS02155		411635	1650	polysaccharide biosynthesis protein	263	OG1RF_RS02155.fasta
OG1RFRS02160		413354	774	16S rRNA pseudouridine(516) synthase	207	OG1RF_RS02160.fasta
OG1RFRS02165		414261	1416	dipeptidase PepV	260	OG1RF_RS02165.fasta
OG1RFRS02170		415821	234	hypothetical protein	54	OG1RF_RS02170.fasta
OG1RFRS02205		425050	951	ABC transporter ATPase	243	OG1RF_RS02205.fasta
OG1RFRS02210		426004	1518	glycine/betaine ABC transporter permease	299	OG1RF_RS02210.fasta
OG1RFRS02215		427663	456	arginine repressor	93	OG1RF_RS02215.fasta
OG1RFRS02225		429684	555	acetyltransferase	143	OG1RF_RS02225.fasta
OG1RFRS02230		430362	852	RNA pseudouridylate synthase	214	OG1RF_RS02230.fasta
OG1RFRS02235		431568	2187	penicillin-binding protein 1A	342	OG1RF_RS02235.fasta
OG1RFRS02240		433817	342	hypothetical protein	52	OG1RF_RS02240.fasta
OG1RFRS02245		434314	1236	DNA repair exonuclease	252	OG1RF_RS02245.fasta
OG1RFRS02250		435546	2712	hypothetical protein	407	OG1RF_RS02250.fasta
OG1RFRS02255		438254	945	3'-5' exoribonuclease YhaM	199	OG1RF_RS02255.fasta
OG1RFRS02260		439238	1029	foldase	189	OG1RF_RS02260.fasta
OG1RFRS02265		440430	345	hypothetical protein	122	OG1RF_RS02265.fasta
OG1RFRS02270		440775	426	histidine triad protein	106	OG1RF_RS02270.fasta
OG1RFRS02275		441416	738	ABC transporter ATP-binding protein	144	OG1RF_RS02275.fasta
OG1RFRS02280		442155	1212	multidrug ABC transporter permease	263	OG1RF_RS02280.fasta
OG1RFRS02285		443495	780	aminoglycoside phosphotransferase	140	OG1RF_RS02285.fasta
OG1RFRS02290		444347	645	tRNA (guanosine(46)-N7)-methyltransferase TrmB	96	OG1RF_RS02290.fasta
OG1RFRS02295		445051	747	MurR/RpiR family transcriptional regulator	186	OG1RF_RS02295.fasta
OG1RFRS02300		445976	927	1-phosphofructokinase	179	OG1RF_RS02300.fasta
OG1RFRS02310		448353	462	PTS fructose transporter subunit IIA	88	OG1RF_RS02310.fasta
OG1RFRS02315		448811	978	tagatose 1,6-diphosphate aldolase	238	OG1RF_RS02315.fasta
OG1RFRS02320		449977	534	hypothetical protein	40	OG1RF_RS02320.fasta
OG1RFRS02325		450598	432	acetyltransferase	121	OG1RF_RS02325.fasta
OG1RFRS02330		451174	1146	AI-2E family transporter	203	OG1RF_RS02330.fasta
OG1RFRS02335		452494	1380	hemolysin	165	OG1RF_RS02335.fasta
OG1RFRS02340		454047	1575	peptide chain release factor 3	296	OG1RF_RS02340.fasta
OG1RFRS02345		455795	444	hypothetical protein	114	OG1RF_RS02345.fasta
OG1RFRS02350		456254	648	DUF421 domain-containing protein	138	OG1RF_RS02350.fasta
OG1RFRS02355		456968	1071	hypothetical protein	277	OG1RF_RS02355.fasta
OG1RFRS02360		458081	315	hypothetical protein	58	OG1RF_RS02360.fasta
OG1RFRS02365		458590	2253	ATP-dependent Clp protease ATP-binding protein	383	OG1RF_RS02365.fasta
OG1RFRS02375		461132	192	hypothetical protein	28	OG1RF_RS02375.fasta
OG1RFRS02380		461494	267	phosphocarrier protein HPr	27	OG1RF_RS02380.fasta
OG1RFRS02385		461760	1728	phosphoenolpyruvate--protein phosphotransferase	229	OG1RF_RS02385.fasta
OG1RFRS02390		463532	945	hypothetical protein	240	OG1RF_RS02390.fasta
OG1RFRS02405		468078	1284	trigger factor	182	OG1RF_RS02405.fasta
OG1RFRS02410		469473	663	hypothetical protein	198	OG1RF_RS02410.fasta
OG1RFRS02415		470182	1923	PTS fructose transporter subunit IIC	311	OG1RF_RS02415.fasta
OG1RFRS02420		472128	918	1-phosphofructokinase	179	OG1RF_RS02420.fasta
OG1RFRS02425		473042	753	DeoR family transcriptional regulator	173	OG1RF_RS02425.fasta
OG1RFRS02430		473933	1560	ATP synthase F0 subunit A	274	OG1RF_RS02430.fasta
OG1RFRS02435		475657	2259	DNA helicase PcrA	337	OG1RF_RS02435.fasta
OG1RFRS02440	ligA	478041	2031	DNA ligase (NAD(+)) LigA	333	OG1RF_RS02440.fasta
OG1RFRS02445		480219	117	hypothetical protein	33	OG1RF_RS02445.fasta
OG1RFRS02450		480653	306	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C	33	OG1RF_RS02450.fasta
OG1RFRS02455	gatA	480958	1470	glutamyl-tRNA(Gln) amidotransferase subunit A	236	OG1RF_RS02455.fasta
OG1RFRS02460		482427	1431	aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	216	OG1RF_RS02460.fasta
OG1RFRS02465		483876	1089	diacylglycerol kinase	246	OG1RF_RS02465.fasta
OG1RFRS02470		485164	1374	23S rRNA (uracil-5-)-methyltransferase RumA	263	OG1RF_RS02470.fasta
OG1RFRS02480		486819	318	thiol reductase thioredoxin	59	OG1RF_RS02480.fasta
OG1RFRS02485		487179	846	helix-turn-helix transcriptional regulator	175	OG1RF_RS02485.fasta
OG1RFRS02490		488423	1020	putrescine carbamoyltransferase	185	OG1RF_RS02490.fasta
OG1RFRS02495		489509	1377	amino acid:proton antiporter	257	OG1RF_RS02495.fasta
OG1RFRS02505		491987	930	carbamate kinase	207	OG1RF_RS02505.fasta
OG1RFRS02510		493113	1587	amidase	319	OG1RF_RS02510.fasta
OG1RFRS02515		494890	144	hypothetical protein	64	OG1RF_RS02515.fasta
OG1RFRS02520		495272	681	nicotinamide mononucleotide transporter PnuC	149	OG1RF_RS02520.fasta
OG1RFRS02525		495961	645	deoxyadenosine kinase	107	OG1RF_RS02525.fasta
OG1RFRS02530		496955	432	hypothetical protein	140	OG1RF_RS02530.fasta
OG1RFRS02535		497499	387	hypothetical protein	75	OG1RF_RS02535.fasta
OG1RFRS02540		497932	336	hypothetical protein	96	OG1RF_RS02540.fasta
OG1RFRS02545		498565	1392	L-cystine transporter tcyP	245	OG1RF_RS02545.fasta
OG1RFRS02550		500088	381	glyoxalase	100	OG1RF_RS02550.fasta
OG1RFRS02555		500621	1167	serine hydrolase	229	OG1RF_RS02555.fasta
OG1RFRS02565		503230	951	sulfurtransferase	220	OG1RF_RS02565.fasta
OG1RFRS02570		504404	339	cell wall surface anchor protein	105	OG1RF_RS02570.fasta
OG1RFRS02575		504742	732	cell surface protein	192	OG1RF_RS02575.fasta
OG1RFRS02580		505490	780	cell surface protein	214	OG1RF_RS02580.fasta
OG1RFRS02585		506289	2100	legume lectins beta domain protein	413	OG1RF_RS02585.fasta
OG1RFRS02590		508411	741	cell surface protein	187	OG1RF_RS02590.fasta
OG1RFRS02595		509227	1095	cell wall surface anchor protein	227	OG1RF_RS02595.fasta
OG1RFRS02600		510523	450	hypothetical protein	93	OG1RF_RS02600.fasta
OG1RFRS02610		512534	1905	heavy metal translocating P-type ATPase	328	OG1RF_RS02610.fasta
OG1RFRS02615		514474	720	magnesium transporter MgtC	214	OG1RF_RS02615.fasta
OG1RFRS02620		515241	738	peptide ABC transporter ATP-binding protein	127	OG1RF_RS02620.fasta
OG1RFRS02625		515980	2169	glutamine ABC transporter substrate-binding protein GlnH	363	OG1RF_RS02625.fasta
OG1RFRS02630		518427	1998	excinuclease ABC subunit B	270	OG1RF_RS02630.fasta
OG1RFRS02635		520542	2820	excinuclease ABC subunit A	408	OG1RF_RS02635.fasta
OG1RFRS02640		523533	795	hypothetical protein	213	OG1RF_RS02640.fasta
OG1RFRS02645		524493	888	RNase adaptor protein RapZ	175	OG1RF_RS02645.fasta
OG1RFRS02650		525380	996	hypothetical protein	185	OG1RF_RS02650.fasta
OG1RFRS02655		526409	936	sporulation regulator WhiA	166	OG1RF_RS02655.fasta
OG1RFRS02660		527578	924	PEP phosphonomutase	189	OG1RF_RS02660.fasta
OG1RFRS02665		528615	519	thioredoxin	136	OG1RF_RS02665.fasta
OG1RFRS02670		529179	594	ATP-dependent Clp protease proteolytic subunit	125	OG1RF_RS02670.fasta
OG1RFRS02675		529968	519	hypothetical protein	102	OG1RF_RS02675.fasta
OG1RFRS02680		530506	405	membrane protein	96	OG1RF_RS02680.fasta
OG1RFRS02695		535307	510	hypothetical protein	150	OG1RF_RS02695.fasta
OG1RFRS02700		535846	1788	glycerophosphoryl diester phosphodiesterase	357	OG1RF_RS02700.fasta
OG1RFRS02705		537659	408	DNA mismatch repair protein MutT	148	OG1RF_RS02705.fasta
OG1RFRS02720		539305	1314	RNA polymerase factor sigma-54	239	OG1RF_RS02720.fasta
OG1RFRS02725		540819	1878	acyltransferase	323	OG1RF_RS02725.fasta
OG1RFRS02730		542912	1185	S-adenosylmethionine synthase	190	OG1RF_RS02730.fasta
OG1RFRS02735		544266	1467	MFS transporter	291	OG1RF_RS02735.fasta
OG1RFRS02740		545771	792	tributyrin esterase	194	OG1RF_RS02740.fasta
OG1RFRS02745		546643	663	TetR family transcriptional regulator	185	OG1RF_RS02745.fasta
OG1RFRS02750		547559	1716	ABC transporter ATP-binding protein	324	OG1RF_RS02750.fasta
OG1RFRS02755		549274	1770	multidrug ABC transporter permease	325	OG1RF_RS02755.fasta
OG1RFRS13330		551245	210	hypothetical protein	82	OG1RF_RS13330.fasta
OG1RFRS02765		551453	606	TetR family transcriptional regulator	103	OG1RF_RS02765.fasta
OG1RFRS02770		552197	1080	ABC transporter permease	212	OG1RF_RS02770.fasta
OG1RFRS02775		553281	669	peptide ABC transporter ATP-binding protein	148	OG1RF_RS02775.fasta
OG1RFRS02780		554007	564	rRNA methyltransferase	115	OG1RF_RS02780.fasta
OG1RFRS02785		554570	969	TIGR01212 family radical SAM protein	234	OG1RF_RS02785.fasta
OG1RFRS02790		555554	651	phosphatase PAP2 family protein	129	OG1RF_RS02790.fasta
OG1RFRS02795		556372	1026	hypothetical protein	246	OG1RF_RS02795.fasta
OG1RFRS02800		557397	660	hypothetical protein	153	OG1RF_RS02800.fasta
OG1RFRS02805		558373	2214	peptidoglycan-binding protein LysM	418	OG1RF_RS02805.fasta
OG1RFRS02810		560991	2415	leucine--tRNA ligase	330	OG1RF_RS02810.fasta
OG1RFRS02820		563781	444	hypothetical protein	116	OG1RF_RS02820.fasta
OG1RFRS02830		565244	636	polar amino acid ABC transporter ATP-binding protein	153	OG1RF_RS02830.fasta
OG1RFRS02835		565892	642	amino acid ABC transporter permease	153	OG1RF_RS02835.fasta
OG1RFRS02840		567368	1632	peptide ABC transporter substrate-binding protein	322	OG1RF_RS02840.fasta
OG1RFRS02845		569106	249	GlsB/YeaQ/YmgE family stress response membrane protein	66	OG1RF_RS02845.fasta
OG1RFRS02895		582358	324	GTP cyclohydrolase	75	OG1RF_RS02895.fasta
OG1RFRS02900		582933	609	50S ribosomal protein L25/general stress protein Ctc	129	OG1RF_RS02900.fasta
OG1RFRS13340		583568	180	hypothetical protein	23	OG1RF_RS13340.fasta
OG1RFRS02905		583872	783	16S rRNA pseudouridine(516) synthase	170	OG1RF_RS02905.fasta
OG1RFRS02910		584651	681	noncanonical pyrimidine nucleotidase, YjjG family	181	OG1RF_RS02910.fasta
OG1RFRS02915		585366	456	N-acetyltransferase	151	OG1RF_RS02915.fasta
OG1RFRS02920		585996	630	uridine kinase	111	OG1RF_RS02920.fasta
OG1RFRS02925		586794	342	mRNA interferase PemK	76	OG1RF_RS02925.fasta
OG1RFRS02930		587239	966	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase	247	OG1RF_RS02930.fasta
OG1RFRS02935		588574	1920	transcriptional antiterminator	319	OG1RF_RS02935.fasta
OG1RFRS02945		590797	357	hypothetical protein	75	OG1RF_RS02945.fasta
OG1RFRS02955		591556	780	membrane protein	198	OG1RF_RS02955.fasta
OG1RFRS02960		592355	696	membrane protein	196	OG1RF_RS02960.fasta
OG1RFRS02965		593181	1314	PTS cellbiose transporter subunit IIC	245	OG1RF_RS02965.fasta
OG1RFRS02970		594571	249	hypothetical protein	53	OG1RF_RS02970.fasta
OG1RFRS02975		594828	1089	hypothetical protein	211	OG1RF_RS02975.fasta
OG1RFRS02980		595925	1110	amidohydrolase/deacetylase family metallohydrolase	216	OG1RF_RS02980.fasta
OG1RFRS02995		598887	1011	carbohydrate kinase	247	OG1RF_RS02995.fasta
OG1RFRS03000		599991	1029	hypothetical protein	230	OG1RF_RS03000.fasta
OG1RFRS03005		601016	447	DUF188 domain-containing protein	116	OG1RF_RS03005.fasta
OG1RFRS03010		601592	1071	D-alanine--D-alanine ligase A	223	OG1RF_RS03010.fasta
OG1RFRS03015		602741	1374	UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanine ligase	268	OG1RF_RS03015.fasta
OG1RFRS13345		604122	201	hypothetical protein	27	OG1RF_RS13345.fasta
OG1RFRS03020		604354	1611	DEAD/DEAH box helicase	241	OG1RF_RS03020.fasta
OG1RFRS03025		606025	267	hypothetical protein	119	OG1RF_RS03025.fasta
OG1RFRS03030		606596	354	holo-ACP synthase	58	OG1RF_RS03030.fasta
OG1RFRS03035		606979	1116	alanine racemase	232	OG1RF_RS03035.fasta
OG1RFRS03040		608110	378	mRNA interferase PemK	67	OG1RF_RS03040.fasta
OG1RFRS03045		608806	696	hypothetical protein	194	OG1RF_RS03045.fasta
OG1RFRS03060		611210	726	S26 family signal peptidase	211	OG1RF_RS03060.fasta
OG1RFRS03070		613642	753	aldo/keto reductase	190	OG1RF_RS03070.fasta
OG1RFRS03075		614473	231	hypothetical protein	25	OG1RF_RS03075.fasta
OG1RFRS03085		617711	1170	cation transporter	228	OG1RF_RS03085.fasta
OG1RFRS03090		619178	1824	amino acid permease	314	OG1RF_RS03090.fasta
OG1RFRS03095		621036	465	N-acetyltransferase	132	OG1RF_RS03095.fasta
OG1RFRS03100		621572	663	amino acid ABC transporter permease	131	OG1RF_RS03100.fasta
OG1RFRS03105		622238	924	osmoprotectant ABC transporter substrate-binding protein	194	OG1RF_RS03105.fasta
OG1RFRS03110		623161	636	choline ABC transporter permease	94	OG1RF_RS03110.fasta
OG1RFRS03115		623800	1194	glycine/betaine ABC transporter ATP-binding protein	198	OG1RF_RS03115.fasta
OG1RFRS03120		625620	891	glyoxalase	269	OG1RF_RS03120.fasta
OG1RFRS03125		626676	1032	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	210	OG1RF_RS03125.fasta
OG1RFRS03130		628052	249	transcriptional regulator	44	OG1RF_RS03130.fasta
OG1RFRS03135		629180	2646	calcium-translocating P-type ATPase, PMCA-type	408	OG1RF_RS03135.fasta
OG1RFRS03140		632159	2007	potassium transporter Kup	333	OG1RF_RS03140.fasta
OG1RFRS03145		634235	699	transcriptional regulator	175	OG1RF_RS03145.fasta
OG1RFRS03150		635098	2106	copper-translocating P-type ATPase	320	OG1RF_RS03150.fasta
OG1RFRS03160		638820	912	aldo/keto reductase	192	OG1RF_RS03160.fasta
OG1RFRS03165		639919	2649	DNA polymerase I	336	OG1RF_RS03165.fasta
OG1RFRS03170		642667	843	DNA-formamidopyrimidine glycosylase	202	OG1RF_RS03170.fasta
OG1RFRS03175		643506	600	dephospho-CoA kinase	173	OG1RF_RS03175.fasta
OG1RFRS03180		644285	483	transcriptional regulator NrdR	57	OG1RF_RS03180.fasta
OG1RFRS03185		644783	1410	helicase DnaB	263	OG1RF_RS03185.fasta
OG1RFRS03190		646189	933	primosomal protein DnaI	157	OG1RF_RS03190.fasta
OG1RFRS03195		647338	1074	hypothetical protein	230	OG1RF_RS03195.fasta
OG1RFRS03205		649935	1584	hypothetical protein	353	OG1RF_RS03205.fasta
OG1RFRS03210		651515	1263	glycosyl transferase family 2	282	OG1RF_RS03210.fasta
OG1RFRS03215		652792	2067	hypothetical protein	372	OG1RF_RS03215.fasta
OG1RFRS03220		654860	849	hypothetical protein	202	OG1RF_RS03220.fasta
OG1RFRS03225		655724	312	hypothetical protein	121	OG1RF_RS03225.fasta
OG1RFRS03230		656083	1155	aspartate aminotransferase	219	OG1RF_RS03230.fasta
OG1RFRS03240		657968	1464	glutamate ABC transporter permease	256	OG1RF_RS03240.fasta
OG1RFRS03245		659620	1089	iron-containing alcohol dehydrogenase	272	OG1RF_RS03245.fasta
OG1RFRS03250		660867	1146	tRNA guanosine(34) transglycosylase Tgt	175	OG1RF_RS03250.fasta
OG1RFRS03255		662094	378	preprotein translocase subunit YajC	75	OG1RF_RS03255.fasta
OG1RFRS03260		662751	288	hypothetical protein	65	OG1RF_RS03260.fasta
OG1RFRS03265		663195	2598	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	330	OG1RF_RS03265.fasta
OG1RFRS03275		666864	1107	phosphomevalonate kinase	173	OG1RF_RS03275.fasta
OG1RFRS03280		667973	996	diphosphomevalonate decarboxylase	196	OG1RF_RS03280.fasta
OG1RFRS03285		668968	945	mevalonate kinase	190	OG1RF_RS03285.fasta
OG1RFRS03290		670182	636	hypothetical protein	163	OG1RF_RS03290.fasta
OG1RFRS03295		670814	1074	FUSC family protein	234	OG1RF_RS03295.fasta
OG1RFRS03300		672131	1671	peptide ABC transporter substrate-binding protein	264	OG1RF_RS03300.fasta
OG1RFRS03305		673880	351	hypothetical protein	43	OG1RF_RS03305.fasta
OG1RFRS03310		674321	942	peptide ABC transporter permease	139	OG1RF_RS03310.fasta
OG1RFRS03315		675262	1053	peptide ABC transporter permease	156	OG1RF_RS03315.fasta
OG1RFRS03320		676324	1059	ABC transporter ATP-binding protein	171	OG1RF_RS03320.fasta
OG1RFRS03325		677382	957	ABC transporter ATP-binding protein	164	OG1RF_RS03325.fasta
OG1RFRS03330		678379	1071	transposase	238	OG1RF_RS03330.fasta
OG1RFRS03335		679852	522	translation initiation factor IF-3	33	OG1RF_RS03335.fasta
OG1RFRS03340		680487	201	50S ribosomal protein L35	15	OG1RF_RS03340.fasta
OG1RFRS03345		680748	360	50S ribosomal protein L20	30	OG1RF_RS03345.fasta
OG1RFRS03350		681154	351	hypothetical protein	115	OG1RF_RS03350.fasta
OG1RFRS03355		681602	360	membrane protein	85	OG1RF_RS03355.fasta
OG1RFRS03365		682541	516	hypothetical protein	136	OG1RF_RS03365.fasta
OG1RFRS03370		683073	1176	sulfate permease	278	OG1RF_RS03370.fasta
OG1RFRS03375		684342	1029	membrane protein	230	OG1RF_RS03375.fasta
OG1RFRS03380		685483	831	LysR family transcriptional regulator	224	OG1RF_RS03380.fasta
OG1RFRS03385		686378	873	VOC family protein	225	OG1RF_RS03385.fasta
OG1RFRS03390		687524	225	hypothetical protein	47	OG1RF_RS03390.fasta
OG1RFRS03395		687837	675	DNA-binding response regulator	125	OG1RF_RS03395.fasta
OG1RFRS03400		688525	1026	two-component sensor histidine kinase	215	OG1RF_RS03400.fasta
OG1RFRS03405		689698	864	glucose transporter GlcU	176	OG1RF_RS03405.fasta
OG1RFRS03410		690602	1392	amino acid permease	267	OG1RF_RS03410.fasta
OG1RFRS03415		692181	2010	methionine--tRNA ligase	273	OG1RF_RS03415.fasta
OG1RFRS03425		694570	606	hypothetical protein	153	OG1RF_RS03425.fasta
OG1RFRS03430		695296	2199	helicase	385	OG1RF_RS03430.fasta
OG1RFRS03435		697653	771	TatD family hydrolase	197	OG1RF_RS03435.fasta
OG1RFRS03440		698432	573	ribonuclease M5	160	OG1RF_RS03440.fasta
OG1RFRS03445		699023	888	ribosomal RNA small subunit methyltransferase A	203	OG1RF_RS03445.fasta
OG1RFRS03450		700038	618	hypothetical protein	145	OG1RF_RS03450.fasta
OG1RFRS03455		700706	1104	ABC transporter ATP-binding protein	190	OG1RF_RS03455.fasta
OG1RFRS03460		701995	423	methylglyoxal synthase	119	OG1RF_RS03460.fasta
OG1RFRS03465		702691	540	folate ECF transporter	148	OG1RF_RS03465.fasta
OG1RFRS03470		703282	1767	sugar ABC transporter ATP-binding protein	329	OG1RF_RS03470.fasta
OG1RFRS03480		706873	786	hypothetical protein	188	OG1RF_RS03480.fasta
OG1RFRS03485		707919	1209	peptidase M23	249	OG1RF_RS03485.fasta
OG1RFRS03490		709224	564	N-acetyltransferase	166	OG1RF_RS03490.fasta
OG1RFRS03495		709833	525	hypothetical protein	102	OG1RF_RS03495.fasta
OG1RFRS03500		710409	870	haloacid dehalogenase	183	OG1RF_RS03500.fasta
OG1RFRS03505		711412	681	uracil-DNA glycosylase	176	OG1RF_RS03505.fasta
OG1RFRS03510		712248	984	phosphate acetyltransferase	143	OG1RF_RS03510.fasta
OG1RFRS03520		713860	522	N-acetyltransferase	132	OG1RF_RS03520.fasta
OG1RFRS03525		714551	210	hypothetical protein	65	OG1RF_RS03525.fasta
OG1RFRS03530		714834	1011	LacI family transcriptional regulator	222	OG1RF_RS03530.fasta
OG1RFRS03535		715868	1008	galactose mutarotase	242	OG1RF_RS03535.fasta
OG1RFRS03545		717526	2295	glycoside hydrolase	352	OG1RF_RS03545.fasta
OG1RFRS03550		720101	2169	PTS glucose transporter subunit IIABC	336	OG1RF_RS03550.fasta
OG1RFRS03555		722335	825	maltose 6'-phosphate phosphatase	189	OG1RF_RS03555.fasta
OG1RFRS03560		723219	816	pyrroline-5-carboxylate reductase	233	OG1RF_RS03560.fasta
OG1RFRS03565		724161	963	AraC family transcriptional regulator	256	OG1RF_RS03565.fasta
OG1RFRS03575		725420	294	nucleotide pyrophosphohydrolase	82	OG1RF_RS03575.fasta
OG1RFRS03640		731964	309	50S ribosomal protein L21	45	OG1RF_RS03640.fasta
OG1RFRS03645		732305	345	hypothetical protein	73	OG1RF_RS03645.fasta
OG1RFRS03650		732662	288	50S ribosomal protein L27	44	OG1RF_RS03650.fasta
OG1RFRS03655		733149	453	phosphate-starvation-inducible protein PsiE	45	OG1RF_RS03655.fasta
OG1RFRS03660		733672	816	DNA repair exonuclease	210	OG1RF_RS03660.fasta
OG1RFRS03665		734659	1065	peptidase M24	214	OG1RF_RS03665.fasta
OG1RFRS03670		735737	321	hypothetical protein	108	OG1RF_RS03670.fasta
OG1RFRS03680		736803	465	N utilization substance protein B	77	OG1RF_RS03680.fasta
OG1RFRS03685		737371	846	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	180	OG1RF_RS03685.fasta
OG1RFRS03690		738226	1347	exodeoxyribonuclease VII large subunit	259	OG1RF_RS03690.fasta
OG1RFRS03695		739574	231	exodeoxyribonuclease VII small subunit	37	OG1RF_RS03695.fasta
OG1RFRS03700		739804	882	farnesyl-diphosphate synthase	197	OG1RF_RS03700.fasta
OG1RFRS03705		740699	816	TlyA family rRNA (cytidine-2'-O)-methyltransferase	194	OG1RF_RS03705.fasta
OG1RFRS03710		741653	450	ArgR family transcriptional regulator	116	OG1RF_RS03710.fasta
OG1RFRS03715		742120	1674	DNA repair protein RecN	290	OG1RF_RS03715.fasta
OG1RFRS13365		743884	171	DUF4044 domain-containing protein	10	OG1RF_RS13365.fasta
OG1RFRS03725		744062	966	magnesium transporter CorA	207	OG1RF_RS03725.fasta
OG1RFRS03730		745272	393	lipoprotein	59	OG1RF_RS03730.fasta
OG1RFRS03735		745952	432	division/cell wall cluster transcriptional repressor MraZ	58	OG1RF_RS03735.fasta
OG1RFRS03740		746395	960	16S rRNA (cytosine(1402)-N(4))-methyltransferase	189	OG1RF_RS03740.fasta
OG1RFRS03745		747371	408	cell division protein FtsL	76	OG1RF_RS03745.fasta
OG1RFRS03750		747778	2229	cell division protein FtsI	346	OG1RF_RS03750.fasta
OG1RFRS03755		750034	966	phospho-N-acetylmuramoyl-pentapeptide- transferase	173	OG1RF_RS03755.fasta
OG1RFRS03760		751022	1371	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	306	OG1RF_RS03760.fasta
OG1RFRS03765		752397	1092	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	228	OG1RF_RS03765.fasta
OG1RFRS03770		753497	1125	cell division protein DivIB	264	OG1RF_RS03770.fasta
OG1RFRS03775		754795	1323	cell division protein FtsA	175	OG1RF_RS03775.fasta
OG1RFRS03780		756144	1233	cell division protein FtsZ	189	OG1RF_RS03780.fasta
OG1RFRS03785		757393	678	YggS family pyridoxal phosphate enzyme	68	OG1RF_RS03785.fasta
OG1RFRS03790		758084	645	cell division protein SepF	108	OG1RF_RS03790.fasta
OG1RFRS03795		758787	228	YggT family protein	29	OG1RF_RS03795.fasta
OG1RFRS03800		759041	783	RNA-binding protein S4	159	OG1RF_RS03800.fasta
OG1RFRS03805		759975	702	cell division protein DivIVA	81	OG1RF_RS03805.fasta
OG1RFRS03810		760987	2781	isoleucine--tRNA ligase	389	OG1RF_RS03810.fasta
OG1RFRS03815		763819	1524	glucose-6-phosphate dehydrogenase	248	OG1RF_RS03815.fasta
OG1RFRS03820		765342	669	Cro/Cl family transcriptional regulator	103	OG1RF_RS03820.fasta
OG1RFRS03825		766182	369	DUF4828 domain-containing protein	97	OG1RF_RS03825.fasta
OG1RFRS03830		766749	732	sugar fermentation stimulation protein SfsA	156	OG1RF_RS03830.fasta
OG1RFRS03835		767586	999	oxidoreductase	208	OG1RF_RS03835.fasta
OG1RFRS03840		768611	1302	RNA helicase	266	OG1RF_RS03840.fasta
OG1RFRS03845		769957	2706	ArsR family transcriptional regulator	390	OG1RF_RS03845.fasta
OG1RFRS03855		773350	1464	PTS cellobiose transporter subunit IIC	313	OG1RF_RS03855.fasta
OG1RFRS03860		774857	219	hypothetical protein	50	OG1RF_RS03860.fasta
OG1RFRS03865		775095	195	hypothetical protein	47	OG1RF_RS03865.fasta
OG1RFRS03870		775289	411	hypothetical protein	96	OG1RF_RS03870.fasta
OG1RFRS03880		776324	321	PTS mannose transporter subunit IIA	39	OG1RF_RS03880.fasta
OG1RFRS03890		778071	1395	glycosyl hydrolase	254	OG1RF_RS03890.fasta
OG1RFRS03895		779523	1194	acetyltransferase	301	OG1RF_RS03895.fasta
OG1RFRS03900		780799	120	hypothetical protein	11	OG1RF_RS03900.fasta
OG1RFRS03910		781144	333	monooxygenase	90	OG1RF_RS03910.fasta
OG1RFRS03915		781590	2646	pyruvate, phosphate dikinase	415	OG1RF_RS03915.fasta
OG1RFRS03920		784405	630	hypothetical protein	121	OG1RF_RS03920.fasta
