Locus	Gene	Start	Length	Product	Allele Count	Alleles
PA1522		1654480	840	hypothetical protein	231	PA1522.fasta
PA1523	xdhB	1655346	2400	xanthine dehydrogenase	571	PA1523.fasta
PA1525	alkB2	1659413	1134	alkane-1 monooxygenase	229	PA1525.fasta
PA1526		1660727	660	transcriptional regulator	142	PA1526.fasta
PA1527		1661412	3489	hypothetical protein	601	PA1527.fasta
PA1528	zipA	1665065	870	cell division protein ZipA	203	PA1528.fasta
PA1529	lig	1666025	2385	NAD-dependent DNA ligase LigA	537	PA1529.fasta
PA1530		1668455	378	hypothetical protein	75	PA1530.fasta
PA1531		1669086	867	hypothetical protein	237	PA1531.fasta
PA1533		1672080	327	nucleoid-associated protein	58	PA1533.fasta
PA1534	recR	1672485	597	recombination protein RecR	139	PA1534.fasta
PA1535		1673204	1149	acyl-CoA dehydrogenase	304	PA1535.fasta
PA1536		1674365	540	hypothetical protein	158	PA1536.fasta
PA1538		1675862	1584	flavin-containing monooxygenase	351	PA1538.fasta
PA1541		1678584	369	drug efflux transporter	69	PA1541.fasta
PA1542		1679361	837	hypothetical protein	198	PA1542.fasta
PA1543	apt	1680437	549	adenine phosphoribosyltransferase	123	PA1543.fasta
PA1544	anr	1681071	735	transcriptional regulator Anr	194	PA1544.fasta
PA1545		1682051	468	hypothetical protein	209	PA1545.fasta
PA1546	hemN	1682567	1383	oxygen-independent coproporphyrinogen-III oxidase	302	PA1546.fasta
PA1547		1684077	684	hypothetical protein	198	PA1547.fasta
PA1549		1684941	2436	cation-transporting P-type ATPase	503	PA1549.fasta
PA1550		1687373	540	hypothetical protein	131	PA1550.fasta
PA1551		1687924	1416	ferredoxin	281	PA1551.fasta
PA1553	ccoO1	1690701	612	cbb3-type cytochrome C oxidase subunit II	103	PA1553.fasta
PA1556	ccoO2	1694233	609	cbb3-type cytochrome C oxidase subunit II	132	PA1556.fasta
PA1558		1696467	633	hypothetical protein	235	PA1558.fasta
PA1562	acnA	1700320	2733	aconitate hydratase	493	PA1562.fasta
PA1563		1703379	1059	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	267	PA1563.fasta
PA1564		1704522	240	sulfurtransferase TusA	46	PA1564.fasta
PA1565		1704793	1311	oxidoreductase	336	PA1565.fasta
PA1567		1708004	1398	hypothetical protein	400	PA1567.fasta
PA1568		1709412	354	hypothetical protein	135	PA1568.fasta
PA1570		1711569	882	transcriptional regulator	252	PA1570.fasta
PA1571		1712519	180	hypothetical protein	33	PA1571.fasta
PA1572		1712908	1146	hypothetical protein	349	PA1572.fasta
PA1573		1714064	597	hypothetical protein	186	PA1573.fasta
PA1574		1714778	282	hypothetical protein	56	PA1574.fasta
PA1575		1715154	552	hypothetical protein	144	PA1575.fasta
PA1576		1715809	867	3-hydroxyisobutyrate dehydrogenase	241	PA1576.fasta
PA1577		1716682	342	hypothetical protein	74	PA1577.fasta
PA1578		1717139	756	hypothetical protein	253	PA1578.fasta
PA1578a		1717998	255	hypothetical protein	56	PA1578a.fasta
PA1579		1718386	609	hypothetical protein	147	PA1579.fasta
PA1580	gltA	1719109	1287	citrate synthase	266	PA1580.fasta
PA1581	sdhC	1720744	387	succinate dehydrogenase subunit C	35	PA1581.fasta
PA1583	sdhA	1721496	1773	succinate dehydrogenase flavoprotein subunit	391	PA1583.fasta
PA1584	sdhB	1723280	708	succinate dehydrogenase iron-sulfur subunit	130	PA1584.fasta
PA1585	sucA	1724244	2832	2-oxoglutarate dehydrogenase subunit E1	522	PA1585.fasta
PA1587	lpdG	1728416	1437	2-oxoglutarate dehydrogenase complex dihydrolipoyl dehydrogenase	317	PA1587.fasta
PA1588	sucC	1730181	1167	succinyl-CoA ligase subunit beta	130	PA1588.fasta
PA1589	sucD	1731347	888	succinyl-CoA ligase subunit alpha	176	PA1589.fasta
PA1591		1734004	765	hypothetical protein	188	PA1591.fasta
PA1592		1734827	237	hypothetical protein	41	PA1592.fasta
PA1593		1735236	474	hypothetical protein	120	PA1593.fasta
PA1594		1735706	447	hypothetical protein	125	PA1594.fasta
PA1596	htpG	1737536	1905	chaperone protein HtpG	411	PA1596.fasta
PA1597		1739508	726	hypothetical protein	221	PA1597.fasta
PA1598		1740244	822	3-methyl-2-oxobutanoate hydroxymethyltransferase	191	PA1598.fasta
PA1599		1741146	783	transcriptional regulator	209	PA1599.fasta
PA1600		1741939	1302	cytochrome C	346	PA1600.fasta
PA1601		1743290	2247	aldehyde dehydrogenase	567	PA1601.fasta
PA1602		1745533	492	oxidoreductase	151	PA1602.fasta
PA1603		1746231	423	transcriptional regulator	108	PA1603.fasta
PA1604		1746692	906	hypothetical protein	213	PA1604.fasta
PA1605		1747596	1035	hypothetical protein	274	PA1605.fasta
PA1606		1748699	477	hypothetical protein	90	PA1606.fasta
PA1607		1749349	441	hypothetical protein	83	PA1607.fasta
PA1608		1749895	1626	chemotaxis transducer	311	PA1608.fasta
PA1609	fabB	1751674	1218	3-oxoacyl-ACP synthase	233	PA1609.fasta
PA1610	fabA	1752903	516	3-hydroxydecanoyl-ACP dehydratase	55	PA1610.fasta
PA1611		1753607	1956	sensor/response regulator hybrid protein	431	PA1611.fasta
PA1612		1755559	759	hypothetical protein	169	PA1612.fasta
PA1613		1756489	2109	hypothetical protein	499	PA1613.fasta
PA1614	gpsA	1758748	1023	glycerol-3-phosphate dehydrogenase	267	PA1614.fasta
PA1616		1760122	465	hypothetical protein	173	PA1616.fasta
PA1617		1760713	1668	AMP-binding protein	394	PA1617.fasta
PA1618		1762433	438	esterase	111	PA1618.fasta
PA1619		1762928	825	transcriptional regulator	231	PA1619.fasta
PA1621		1764536	813	hydrolase	213	PA1621.fasta
PA1622		1765345	861	hydrolase	272	PA1622.fasta
PA1623		1766285	663	hypothetical protein	154	PA1623.fasta
PA1624		1766956	807	hypothetical protein	231	PA1624.fasta
PA1625		1767928	1068	hypothetical protein	246	PA1625.fasta
PA1626		1769047	1275	major facilitator superfamily transporter	345	PA1626.fasta
PA1627		1770337	648	transcriptional regulator	156	PA1627.fasta
PA1628		1771122	1530	3-hydroxyacyl-CoA dehydrogenase	487	PA1628.fasta
PA1629		1772655	786	enoyl-CoA hydratase	245	PA1629.fasta
PA1630		1773682	867	transcriptional regulator	228	PA1630.fasta
PA1631		1774603	1155	acyl-CoA dehydrogenase	324	PA1631.fasta
PA1632	kdpF	1775849	186	potassium-transporting ATPase subunit F	38	PA1632.fasta
PA1633	kdpA	1776045	1695	potassium-transporting ATPase subunit A	423	PA1633.fasta
PA1634	kdpB	1777751	2073	potassium-transporting ATPase subunit B	557	PA1634.fasta
PA1635	kdpC	1779877	552	potassium-transporting ATPase subunit C	163	PA1635.fasta
PA1637	kdpE	1783294	693	two-component response regulator KdpE	216	PA1637.fasta
PA1638		1784108	909	glutaminase	218	PA1638.fasta
PA1639		1785127	606	hypothetical protein	167	PA1639.fasta
PA1640		1785736	1038	hypothetical protein	198	PA1640.fasta
PA1641		1786888	279	hypothetical protein	84	PA1641.fasta
PA1642	selD	1787250	1035	selenide, water dikinase	231	PA1642.fasta
PA1643		1788284	1110	tRNA 2-selenouridine synthase	260	PA1643.fasta
PA1644		1789857	609	hypothetical protein	191	PA1644.fasta
PA1645		1790472	408	hypothetical protein	107	PA1645.fasta
PA1648		1794883	1005	oxidoreductase	267	PA1648.fasta
PA1649		1796138	762	short-chain dehydrogenase	273	PA1649.fasta
PA1650		1797058	894	transporter	298	PA1650.fasta
PA1651		1797958	1197	transporter	286	PA1651.fasta
PA1652		1799385	636	hypothetical protein	147	PA1652.fasta
PA1653		1800071	477	transcriptional regulator	100	PA1653.fasta
PA1654		1800629	1167	aminotransferase	316	PA1654.fasta
PA1655		1801851	603	glutathione S-transferase	147	PA1655.fasta
PA1656		1803626	1557	hypothetical protein	377	PA1656.fasta
PA1657		1805218	507	hypothetical protein	128	PA1657.fasta
PA1658		1805753	1476	hypothetical protein	287	PA1658.fasta
PA1659		1807241	408	hypothetical protein	93	PA1659.fasta
PA1660		1808193	1581	hypothetical protein	410	PA1660.fasta
PA1662		1810751	2634	ClpA/B-type protease	593	PA1662.fasta
PA1663		1813395	1512	transcriptional regulator	438	PA1663.fasta
PA1664		1814995	141	hypothetical protein	31	PA1664.fasta
PA1665		1815153	1194	hypothetical protein	343	PA1665.fasta
PA1666		1816352	507	hypothetical protein	161	PA1666.fasta
PA1667		1816855	1332	hypothetical protein	319	PA1667.fasta
PA1668		1818189	870	hypothetical protein	226	PA1668.fasta
PA1670	stp1	1822601	729	serine/threonine phosphoprotein phosphatase Stp1	245	PA1670.fasta
PA1671	stk1	1823326	990	serine-threonine kinase Stk1	281	PA1671.fasta
PA1672		1824343	381	hypothetical protein	108	PA1672.fasta
PA1673		1824969	462	bacteriohemerythrin	87	PA1673.fasta
PA1674	folE2	1825495	546	GTP cyclohydrolase I	92	PA1674.fasta
PA1675		1826118	558	hypothetical protein	117	PA1675.fasta
PA1676		1826732	321	hypothetical protein	82	PA1676.fasta
PA1678		1827992	915	50S ribosomal protein L3 glutamine methyltransferase	205	PA1678.fasta
PA1679		1828931	780	hypothetical protein	202	PA1679.fasta
PA1681	aroC	1830879	1092	chorismate synthase	245	PA1681.fasta
PA1682		1832014	1152	MFS metabolite transporter	324	PA1682.fasta
PA1683		1833162	618	methylthioribulose-1-phosphate dehydratase	152	PA1683.fasta
PA1684		1833776	546	acireductone dioxygenase	125	PA1684.fasta
PA1686	alkA	1835325	894	DNA-3-methyladenine glycosidase II	286	PA1686.fasta
PA1687	speE	1836367	861	polyamine aminopropyltransferase	244	PA1687.fasta
PA1688		1837388	870	hypothetical protein	226	PA1688.fasta
PA1689		1838260	2103	hypothetical protein	475	PA1689.fasta
PA1726	bglX	1866241	2295	beta-glucosidase	564	PA1726.fasta
PA1727	mucR	1868706	2058	signaling protein	463	PA1727.fasta
PA1728		1871116	342	hypothetical protein	66	PA1728.fasta
PA1730		1872602	1413	hypothetical protein	376	PA1730.fasta
PA1731		1874017	954	hypothetical protein	217	PA1731.fasta
PA1732		1874967	801	hypothetical protein	214	PA1732.fasta
PA1733		1875849	732	hypothetical protein	175	PA1733.fasta
PA1734		1876588	822	hypothetical protein	249	PA1734.fasta
PA1735		1877522	888	hypothetical protein	232	PA1735.fasta
PA1736		1878980	1206	acetyl-CoA acetyltransferase	301	PA1736.fasta
PA1737		1880199	2145	3-hydroxyacyl-CoA dehydrogenase	555	PA1737.fasta
PA1738		1882595	915	transcriptional regulator	298	PA1738.fasta
PA1739		1883661	972	oxidoreductase	278	PA1739.fasta
PA1740		1884655	999	hypothetical protein	318	PA1740.fasta
PA1741		1885662	372	hypothetical protein	112	PA1741.fasta
PA1742		1886278	723	amidotransferase	156	PA1742.fasta
PA1743		1887058	240	hypothetical protein	61	PA1743.fasta
PA1744		1887325	219	hypothetical protein	98	PA1744.fasta
PA1745		1887698	489	hypothetical protein	116	PA1745.fasta
PA1746		1888407	507	hypothetical protein	114	PA1746.fasta
PA1747		1888985	189	hypothetical protein	54	PA1747.fasta
PA1748		1889323	690	enoyl-CoA hydratase	159	PA1748.fasta
PA1750		1890739	1077	phospho-2-dehydro-3-deoxyheptonate aldolase	214	PA1750.fasta
PA1751		1892133	378	hypothetical protein	105	PA1751.fasta
PA1752		1892510	948	2-dehydropantoate 2-reductase	264	PA1752.fasta
PA1753		1893620	498	hypothetical protein	99	PA1753.fasta
PA1754	cysB	1894249	975	transcriptional regulator CysB	160	PA1754.fasta
PA1755		1895280	348	hypothetical protein	110	PA1755.fasta
PA1756	cysH	1895692	804	phosphoadenosine phosphosulfate reductase	213	PA1756.fasta
PA1757	thrH	1896630	618	phosphoserine phosphatase	206	PA1757.fasta
PA1758	pabB	1897290	1362	para-aminobenzoate synthase component I	346	PA1758.fasta
PA1759		1898816	2706	transcriptional regulator	585	PA1759.fasta
PA1760		1901524	2724	transcriptional regulator	608	PA1760.fasta
PA1761		1904479	438	hypothetical protein	74	PA1761.fasta
PA1762		1904995	762	hypothetical protein	147	PA1762.fasta
PA1763		1905797	1026	hypothetical protein	183	PA1763.fasta
PA1764		1906842	1599	hypothetical protein	415	PA1764.fasta
PA1765		1908454	1188	hypothetical protein	365	PA1765.fasta
PA1766		1909698	984	hypothetical protein	252	PA1766.fasta
PA1767		1910685	1527	hypothetical protein	328	PA1767.fasta
PA1768		1912217	540	hypothetical protein	76	PA1768.fasta
PA1769		1913047	825	phosphoenolpyruvate synthase regulatory protein	128	PA1769.fasta
PA1770	ppsA	1914037	2376	phosphoenolpyruvate synthase	513	PA1770.fasta
PA1772		1917599	489	ribonuclease activity regulator protein RraA	116	PA1772.fasta
PA1773	cmaX	1918275	999	transporter	264	PA1773.fasta
PA1774	crfX	1919322	255	hypothetical protein	60	PA1774.fasta
PA1775	cmpX	1919579	825	hypothetical protein	181	PA1775.fasta
PA1776	sigX	1920568	498	RNA polymerase sigma factor SigX	54	PA1776.fasta
PA1777	oprF	1921174	1053	outer membrane porin F	115	PA1777.fasta
PA1778	cobA	1922295	738	uroporphyrin-III C-methyltransferase	196	PA1778.fasta
PA1780	nirD	1925797	327	assimilatory nitrite reductase small subunit	70	PA1780.fasta
PA1781	nirB	1926176	2451	assimilatory nitrite reductase large subunit	557	PA1781.fasta
PA1783	nasA	1930564	1212	nitrate transporter	331	PA1783.fasta
PA1784		1932129	696	hypothetical protein	181	PA1784.fasta
PA1785		1933054	579	hypothetical protein	172	PA1785.fasta
PA1786		1933649	1209	hypothetical protein	352	PA1786.fasta
PA1787	acnB	1935035	2610	aconitate hydratase B	485	PA1787.fasta
PA1788		1938026	468	hypothetical protein	95	PA1788.fasta
PA1789		1938549	864	hypothetical protein	208	PA1789.fasta
PA1790		1939583	624	hypothetical protein	165	PA1790.fasta
PA1791		1940255	1332	hypothetical protein	310	PA1791.fasta
PA1792		1941720	723	UDP-2,3-diacylglucosamine hydrolase	226	PA1792.fasta
PA1793	ppiB	1942447	498	peptidyl-prolyl cis-trans isomerase B	114	PA1793.fasta
PA1794	glnS	1943067	1671	glutamine--tRNA ligase	372	PA1794.fasta
PA1795	cysS	1944747	1383	cysteine--tRNA ligase	395	PA1795.fasta
PA1796	folD	1946187	855	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	223	PA1796.fasta
PA1797a		1947994	222	hypothetical protein	42	PA1797a.fasta
PA1798	parS	1950439	1287	two-component sensor ParS	580	PA1798.fasta
PA1799	parR	1951726	708	two-component response regulator ParR	259	PA1799.fasta
PA1800	tig	1952665	1311	trigger factor	280	PA1800.fasta
PA1801	clpP	1954069	642	ATP-dependent Clp protease proteolytic subunit	131	PA1801.fasta
PA1802	clpX	1954815	1281	ATP-dependent protease ATP-binding subunit ClpX	247	PA1802.fasta
PA1803	lon	1956227	2397	Lon protease	505	PA1803.fasta
PA1804	hupB	1958759	273	DNA-binding protein HU	25	PA1804.fasta
PA1805	ppiD	1959263	1866	peptidyl-prolyl cis-trans isomerase D	424	PA1805.fasta
PA1806	fabI	1961227	798	NADH-dependent enoyl-ACP reductase	168	PA1806.fasta
PA1807		1962046	1611	ABC transporter ATP-binding protein	391	PA1807.fasta
PA1808		1963658	1020	ABC transporter permease	222	PA1808.fasta
PA1809		1964682	1083	ABC transporter permease	240	PA1809.fasta
PA1810		1965771	1848	ABC transporter	387	PA1810.fasta
PA1811		1967615	1830	solute-binding protein	359	PA1811.fasta
PA1812	mltD	1969635	1605	membrane-bound lytic murein transglycosylase D	335	PA1812.fasta
PA1813		1971317	777	hydroxyacylglutathione hydrolase	195	PA1813.fasta
PA1814		1972195	762	hypothetical protein	160	PA1814.fasta
PA1815	rnhA	1972959	447	ribonuclease HI	101	PA1815.fasta
PA1816	dnaQ	1973470	741	DNA polymerase III subunit epsilon	161	PA1816.fasta
PA1817		1974238	390	hypothetical protein	137	PA1817.fasta
PA1818	ldcA	1974821	2256	lysine-specific pyridoxal 5'-phosphate-dependent carboxylase LdcA	485	PA1818.fasta
PA1820	nhaB	1978439	1503	Na(+)/H(+) antiporter NhaB	312	PA1820.fasta
PA1821		1980165	813	enoyl-CoA hydratase	151	PA1821.fasta
PA1822	fimL	1981017	1689	hypothetical protein	341	PA1822.fasta
PA1823		1982705	837	NADH pyrophosphatase	219	PA1823.fasta
PA1828		1986989	768	short-chain dehydrogenase	160	PA1828.fasta
PA1829		1987781	1071	hypothetical protein	265	PA1829.fasta
PA1830		1989109	315	hypothetical protein	38	PA1830.fasta
PA1831		1989484	711	hypothetical protein	186	PA1831.fasta
PA1832		1990428	1026	protease	209	PA1832.fasta
PA1833		1991512	993	oxidoreductase	186	PA1833.fasta
PA1835		1993461	438	hypothetical protein	98	PA1835.fasta
PA1836		1994021	582	transcriptional regulator	182	PA1836.fasta
PA1838	cysI	1995148	1659	sulfite reductase	337	PA1838.fasta
PA1837a		1997217	228	hypothetical protein	45	PA1837a.fasta
PA1839		1997509	1041	RNA methyltransferase	289	PA1839.fasta
PA1842		1999512	363	hypothetical protein	108	PA1842.fasta
PA1843	metH	1999889	3705	B12-dependent methionine synthase	662	PA1843.fasta
PA1845		2004374	519	hypothetical protein	145	PA1845.fasta
PA1846	cti	2005254	2289	cis/trans isomerase	575	PA1846.fasta
PA1847		2007665	585	Fe/S biogenesis protein NfuA	109	PA1847.fasta
PA1848		2008308	1170	major facilitator superfamily transporter	401	PA1848.fasta
PA1849		2009482	243	hypothetical protein	101	PA1849.fasta
PA1850		2009747	1005	transcriptional regulator	287	PA1850.fasta
PA1851		2011000	1206	hypothetical protein	371	PA1851.fasta
PA1852		2012255	276	hypothetical protein	29	PA1852.fasta
PA1854		2013666	1158	hypothetical protein	358	PA1854.fasta
PA1855		2014915	222	hypothetical protein	96	PA1855.fasta
PA1857		2016928	924	hypothetical protein	304	PA1857.fasta
PA1859		2018803	888	transcriptional regulator	240	PA1859.fasta
PA1860		2019776	828	hypothetical protein	342	PA1860.fasta
PA1861	modC	2020625	1086	molybdenum ABC transporter ATP-binding protein ModC	341	PA1861.fasta
PA1862	modB	2021712	687	molybdenum ABC transporter permease ModB	147	PA1862.fasta
PA1863	modA	2022411	756	molybdenum ABC transporter substrate-binding protein ModA	179	PA1863.fasta
PA1864		2023281	651	transcriptional regulator	178	PA1864.fasta
PA1866		2025737	2277	hypothetical protein	571	PA1866.fasta
PA1866a		2028103	210	hypothetical protein	45	PA1866a.fasta
PA1868	xqhA	2028968	2331	secretion protein XqhA	554	PA1868.fasta
PA1869		2031466	240	acyl carrier protein	80	PA1869.fasta
PA1870		2031988	426	hypothetical protein	168	PA1870.fasta
PA1871	lasA	2032695	1257	protease LasA	361	PA1871.fasta
PA1872		2034066	792	hypothetical protein	211	PA1872.fasta
PA1878		2048570	579	hypothetical protein	199	PA1878.fasta
PA1879		2049237	555	hypothetical protein	172	PA1879.fasta
PA1881		2052149	462	oxidoreductase	119	PA1881.fasta
PA1882		2052941	324	transporter	82	PA1882.fasta
PA1883		2053277	399	NADH-quinone oxidoreductase subunit A	112	PA1883.fasta
PA1885		2054309	534	hypothetical protein	200	PA1885.fasta
PA1886	polB	2054911	2364	DNA polymerase II	554	PA1886.fasta
PA1890		2060566	624	glutathione S-transferase	164	PA1890.fasta
PA1891		2061278	390	hypothetical protein	165	PA1891.fasta
PA1892		2061664	738	hypothetical protein	245	PA1892.fasta
PA1895		2065493	1275	hypothetical protein	325	PA1895.fasta
PA1897		2067961	768	hypothetical protein	166	PA1897.fasta
PA1898	qscR	2069490	714	quorum-sensing control repressor	167	PA1898.fasta
PA1909		2080661	1152	hypothetical protein	372	PA1909.fasta
PA1912	femI	2085423	507	ECF sigma factor FemI	121	PA1912.fasta
PA1913		2086021	681	hypothetical protein	243	PA1913.fasta
PA1919	nrdG	2093444	699	class III (anaerobic) ribonucleoside-triphosphate reductase activating protein NrdG	240	PA1919.fasta
PA1920	nrdD	2094329	2028	anaerobic ribonucleoside triphosphate reductase	530	PA1920.fasta
PA1924		2103294	477	hypothetical protein	189	PA1924.fasta
PA1925		2103770	327	hypothetical protein	127	PA1925.fasta
PA1926		2104597	1851	hypothetical protein	524	PA1926.fasta
PA1927	metE	2106580	2301	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	624	PA1927.fasta
PA1928	rimJ	2108942	570	ribosomal protein alanine acetyltransferase	221	PA1928.fasta
PA1929		2109558	297	hypothetical protein	107	PA1929.fasta
PA1940		2122579	1140	hypothetical protein	529	PA1940.fasta
PA1941		2123897	1896	hypothetical protein	606	PA1941.fasta
PA1942		2126104	231	hypothetical protein	55	PA1942.fasta
PA1943		2126396	1098	hypothetical protein	359	PA1943.fasta
PA1944		2127684	1488	hypothetical protein	499	PA1944.fasta
PA1945		2129307	1329	transcriptional regulator	466	PA1945.fasta
PA1946	rbsB	2130854	960	ribose ABC transporter substrate-binding protein	342	PA1946.fasta
PA1948	rbsC	2133391	999	ribose ABC transporter permease	261	PA1948.fasta
PA1951		2136520	1266	hypothetical protein	286	PA1951.fasta
PA1953		2138612	681	hypothetical protein	175	PA1953.fasta
PA1955		2140433	570	hypothetical protein	186	PA1955.fasta
PA1956		2140999	489	hypothetical protein	173	PA1956.fasta
PA1957		2141790	528	hypothetical protein	193	PA1957.fasta
PA1959	bacA	2143173	834	undecaprenyl-diphosphatase	209	PA1959.fasta
PA1961		2144810	936	transcriptional regulator	283	PA1961.fasta
PA1962	azoR2	2145894	609	FMN-dependent NADH-azoreductase	160	PA1962.fasta
PA1963		2146609	267	hypothetical protein	55	PA1963.fasta
PA1964		2146961	1566	ABC-F family ATPase	354	PA1964.fasta
PA1965		2148854	336	hypothetical protein	128	PA1965.fasta
PA1966		2149472	372	hypothetical protein	159	PA1966.fasta
PA1967		2149864	501	hypothetical protein	193	PA1967.fasta
PA1970		2151287	240	hypothetical protein	61	PA1970.fasta
PA1972		2153594	1704	hypothetical protein	482	PA1972.fasta
PA1974		2157968	1200	hypothetical protein	319	PA1974.fasta
PA1979	eraS	2165213	651	sensor kinase EraS	222	PA1979.fasta
PA1980	eraR	2165876	678	response regulator EraR	205	PA1980.fasta
PA1982	exaA	2167281	1872	quinoprotein ethanol dehydrogenase	436	PA1982.fasta
PA1983	exaB	2169464	438	cytochrome C550	69	PA1983.fasta
PA1985	pqqA	2171865	72	coenzyme PQQ synthesis protein A	12	PA1985.fasta
PA1986	pqqB	2171989	915	coenzyme PQQ synthesis protein B	309	PA1986.fasta
PA1987	pqqC	2172913	753	pyrroloquinoline-quinone synthase	219	PA1987.fasta
PA1989	pqqE	2173912	1146	coenzyme PQQ synthesis protein E	294	PA1989.fasta
PA1994		2181181	564	hypothetical protein	200	PA1994.fasta
PA1995		2181741	357	hypothetical protein	72	PA1995.fasta
PA1996	ppiC1	2182116	279	peptidyl-prolyl cis-trans isomerase C1	99	PA1996.fasta
PA1997		2182452	1956	acetoacetyl-CoA synthetase	548	PA1997.fasta
PA1998	dhcR	2184475	921	transcriptional regulator DhcR	239	PA1998.fasta
PA1999	dhcA	2185527	699	dehydrocarnitine CoA transferase subunit A	169	PA1999.fasta
PA2001	atoB	2187065	1182	acetyl-CoA acetyltransferase	409	PA2001.fasta
PA2002		2188459	1425	hypothetical protein	357	PA2002.fasta
PA2003	bdhA	2190084	771	3-hydroxybutyrate dehydrogenase	273	PA2003.fasta
PA2006		2194058	1353	major facilitator superfamily transporter	415	PA2006.fasta
PA2007	maiA	2195494	639	maleylacetoacetate isomerase	184	PA2007.fasta
PA2009	hmgA	2197432	1299	homogentisate 1,2-dioxygenase	335	PA2009.fasta
PA2010		2198891	804	transcriptional regulator	314	PA2010.fasta
PA2011	liuE	2199762	903	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy- methylglutaryl-CoA lyase	284	PA2011.fasta
PA2013	liuC	2202649	798	gamma-carboxygeranoyl-CoA hydratase	194	PA2013.fasta
PA2014	liuB	2203460	1608	methylcrotonyl-CoA carboxylase subunit beta	453	PA2014.fasta
PA2015	liuA	2205190	1164	isovaleryl-CoA dehydrogenase	290	PA2015.fasta
PA2018		2208169	3138	multidrug efflux protein	763	PA2018.fasta
PA2021		2213315	225	hypothetical protein	70	PA2021.fasta
PA2022		2213693	1362	UDP-glucose 6-dehydrogenase	410	PA2022.fasta
PA2023	galU	2215102	840	UTP-glucose-1-phosphate uridylyltransferase	189	PA2023.fasta
PA2024		2216121	423	ring-cleaving dioxygenase	163	PA2024.fasta
PA2025	gor	2216688	1356	glutathione reductase	469	PA2025.fasta
PA2026		2218098	1002	hypothetical protein	310	PA2026.fasta
PA2027		2219253	393	hypothetical protein	110	PA2027.fasta
PA2028		2219778	474	transcriptional regulator	148	PA2028.fasta
PA2031		2220903	255	hypothetical protein	79	PA2031.fasta
PA2032		2221337	1425	transcriptional regulator	362	PA2032.fasta
PA2033		2222896	909	hypothetical protein	280	PA2033.fasta
PA2035		2224486	1659	thiamine pyrophosphate protein	497	PA2035.fasta
PA2039		2229425	759	hypothetical protein	228	PA2039.fasta
PA2041		2232222	1371	amino acid permease	398	PA2041.fasta
PA2042		2234080	1230	serine/threonine transporter SstT	325	PA2042.fasta
PA2043		2235430	903	hypothetical protein	299	PA2043.fasta
PA2045		2238541	261	membrane protein insertion efficiency factor	73	PA2045.fasta
PA2047		2240302	990	transcriptional regulator	340	PA2047.fasta
PA2048		2241816	297	hypothetical protein	84	PA2048.fasta
PA2050		2244492	507	RNA polymerase sigma factor	141	PA2050.fasta
PA2051		2244995	954	transmembrane sensor	316	PA2051.fasta
PA2052	cynS	2245986	471	cyanate hydratase	129	PA2052.fasta
PA2053	cynT	2246496	663	carbonic anhydrase	229	PA2053.fasta
PA2056		2249693	903	transcriptional regulator	332	PA2056.fasta
PA2058		2253819	1809	ABC transporter	497	PA2058.fasta
PA2062		2259478	1182	pyridoxal-phosphate dependent protein	352	PA2062.fasta
PA2066		2265126	639	hypothetical protein	203	PA2066.fasta
PA2067		2265761	669	hydrolase	225	PA2067.fasta
PA2068		2266431	1164	major facilitator superfamily transporter	312	PA2068.fasta
PA2069		2267638	1725	carbamoyl transferase	510	PA2069.fasta
PA2072		2274740	2595	hypothetical protein	601	PA2072.fasta
PA2076		2282480	903	transcriptional regulator	293	PA2076.fasta
PA2077		2283419	1905	hypothetical protein	558	PA2077.fasta
PA2078		2285363	1875	hypothetical protein	551	PA2078.fasta
PA2079		2287523	1407	amino acid permease	416	PA2079.fasta
PA2080	kynU	2289085	1251	kynureninase KynU	418	PA2080.fasta
PA2081	kynB	2290339	642	kynurenine formamidase KynB	248	PA2081.fasta
PA2082		2291113	477	transcriptional regulator	149	PA2082.fasta
PA2083		2291791	1275	ring-hydroxylating dioxygenase subunit	367	PA2083.fasta
PA2084		2293153	1833	asparagine synthetase	529	PA2084.fasta
PA2085		2295013	510	ring-hydroxylating dioxygenase small subunit	148	PA2085.fasta
PA2086		2295533	903	epoxide hydrolase	296	PA2086.fasta
PA2093		2304318	510	RNA polymerase sigma factor	126	PA2093.fasta
PA2097		2307957	1476	flavin-binding monooxygenase	399	PA2097.fasta
PA2111		2322068	714	hypothetical protein	262	PA2111.fasta
PA2114		2324808	1272	major facilitator superfamily transporter	372	PA2114.fasta
PA2115		2326334	954	transcriptional regulator	287	PA2115.fasta
PA2117		2328176	981	hypothetical protein	389	PA2117.fasta
PA2118a		2330591	243	hypothetical protein	124	PA2118a.fasta
PA2120		2332392	429	hypothetical protein	145	PA2120.fasta
PA2121		2332968	906	transcriptional regulator	372	PA2121.fasta
PA2126		2339352	636	hypothetical protein	182	PA2126.fasta
PA2193	hcnA	2412546	315	hydrogen cyanide synthase subunit HcnA	108	PA2193.fasta
PA2194	hcnB	2412857	1395	hydrogen cyanide synthase subunit HcnB	448	PA2194.fasta
PA2196		2415661	585	transcriptional regulator	222	PA2196.fasta
