GCF name	GCF_001999065	GCF_002214105	GCF_016775745	GCF_018735785	GCF_002214005	GCF_014843335	GCF_003999665	GCF_003390475	GCF_014304775	GCF_001483405	GCF_002213965	GCF_001483425	GCF_018968745	GCF_010442835	GCF_002043045	GCF_001027125	GCF_018336735	GCF_013122235	GCF_002848485	GCF_004771195	GCF_000307065	GCF_002105635	GCF_009730635	GCF_000513595	GCF_000306985	GCF_900231485	GCF_000568475	GCF_013177375	GCF_018336775	GCF_018336655	GCF_002213785	GCF_001047715	GCF_000306905	GCF_900637785	GCF_000307005	GCF_001596775	GCF_001454925	GCF_013177415	GCF_001027065	GCF_000307045	GCF_002213985	GCF_001551855	GCF_000026705	GCF_015583955	GCF_001548635	GCF_002848505	GCF_001454865	GCF_001005985	GCF_008807975	GCF_001188655	GCF_900637775	GCF_018966805	GCF_001998985	GCF_018336755	GCF_002213565	GCF_008807875	GCF_002213585	GCF_003043895	GCF_001952755	GCF_001027085	GCF_008807935	GCF_014983945	GCF_002213765	GCF_018336695	GCF_004101665	GCF_003031955	GCF_002843525	GCF_900275645	GCF_000438645	GCF_003144075	GCF_000258905	GCF_014304695	GCF_018336715	GCF_006364035	GCF_000168595	GCF_002285835	GCF_001889645	GCF_009648595	GCF_002213885	GCF_003812545	GCF_018604305	GCF_018604265	GCF_002831485	GCF_001454845	GCF_004763665	GCF_002213645	GCF_018336675	GCF_003433415	GCF_002116675	GCF_003409075	GCF_001454885	GCF_000195395	GCF_000438725	GCF_018336635	GCF_016802645	GCF_000577745	GCF_001999105	GCF_001999025	GCF_009664755	GCF_000746625	GCF_014843315	GCF_016728025	GCF_000513635	GCF_002214085	GCF_000582845	GCF_002214065	GCF_016775765	GCF_001998945	GCF_002213685	GCF_013389395	GCF_905219375	GCF_000950775	GCF_001548585	GCF_016767835	GCF_002213545	GCF_009648655	GCF_900187225	GCF_018604205	GCF_003032055	GCF_016757715	GCF_002105675	GCF_000438745	GCF_905219385	GCF_002213945	GCF_000307615	GCF_003900515	GCF_001513695	GCF_003030405	GCF_009866905	GCF_002213865	GCF_014987905	GCF_002213805	GCF_009648695	GCF_002214125	GCF_004771175	GCF_002213505	GCF_002557815	GCF_004142705	GCF_018966765	GCF_001188045	GCF_001999005	GCF_008807955	GCF_003031935	GCF_002101275	GCF_001913195	GCF_001999165	GCF_014843295	GCF_016775725	GCF_001999085	GCF_018604325	GCF_002220325	GCF_002105615	GCF_002105715	GCF_009648635	GCF_000513675	GCF_002105655	GCF_002213845	GCF_000613085	GCF_000513695	GCF_001889585	GCF_000022925	GCF_000513615	GCF_000195435	GCF_002214145	GCF_000438625	GCF_000209755	GCF_014304675	GCF_000568935	GCF_000808055	GCF_000168635	GCF_019332005	GCF_000318055	GCF_001999145	GCF_001027245	GCF_900231475	GCF_002848425	GCF_009664735	GCF_000093125	GCF_000307085	GCF_001027165	GCF_018336795	GCF_002213605	GCF_003722375	GCF_018735945	GCF_000438685	GCF_000438705	GCF_002213705	GCF_015689035	GCF_001644625	GCF_001998915	GCF_001027205	GCF_018310555	GCF_018106265	GCF_014983645	GCF_002285655	GCF_002848465	GCF_013177395	GCF_014334275	GCF_002105695	GCF_008807915	GCF_018736025	GCF_000681515	GCF_002214045	GCF_000021185	GCF_014843275	GCF_009866885	GCF_000197755	GCF_000513655	GCF_001952795	GCF_009664775	GCF_000168575	GCF_002213745	GCF_002208215	GCF_009730615	GCF_000438585	GCF_018604185	GCF_002557735	GCF_008807895	GCF_000438665	GCF_000168695	GCF_018604285	GCF_013137935	GCF_000218305	GCF_003032075	GCF_001999125	GCF_003030165	GCF_002025165	GCF_000438605	GCF_000800335	GCF_014983505	GCF_002213905	GCF_003031975	GCF_002969195	GCF_002213825	GCF_006364655	GCF_018604245	GCF_001908335	GCF_001483445	GCF_002213665	GCF_001188025	GCF_000008285	GCF_000196035	GCF_018604225	GCF_009648675	GCF_009648615	GCF_002213925	GCF_018672415	GCF_000600015	GCF_001999045	GCF_000210815	GCF_002213625	GCF_003812565	GCF_003031915	GCF_001952735	GCF_010443035	GCF_002213725	GCF_004768685	GCF_003031895	GCF_902385845	GCF_001952775	GCF_001005925	B33116
GCF_905219385	1083	1182	1074	1104	1072	1195	1688	1126	1686	1687	1060	1683	1668	1686	1197	1688	1686	1111	1685	1682	1666	1686	1687	1690	1683	1098	1686	103	1125	1685	1685	1034	1202	1686	1685	1686	1130	98	1686	1686	1070	1686	1107	1690	1189	1685	1666	1685	1663	1668	1688	1668	1075	1126	1690	1668	1690	1685	1690	1686	1186	1690	1685	1686	23	1682	1685	1069	1683	1686	1107	1687	1069	1083	1688	1195	1123	1034	1070	1680	1690	1683	1685	1073	1686	1690	1690	1086	1679	1071	1666	1130	103	1690	1196	1687	1194	1690	1685	1690	1682	1689	1690	1182	1686	1073	1074	1200	1690	1685	2	1103	1191	1189	1690	1036	1686	1683	1129	1684	1684	105	0	1070	1073	1686	1690	1126	1128	1683	1690	1685	1188	1686	1199	1060	1685	1180	1102	1183	1685	1110	1682	1182	1690	38	1686	1683	1685	1685	1190	1689	1683	1035	1690	1683	1683	1690	1690	1127	1690	1076	162	1686	1182	1668	1686	1072	24	1685	1683	1069	1200	1686	1687	1685	1688	1690	1100	1181	1686	1690	1069	1683	1184	104	1690	1665	1685	1685	1686	1685	1077	16	1198	1685	106	27	1688	1663	1075	38	1690	1668	1179	1686	1181	1690	1690	1685	1685	1685	1202	1687	1179	20	1685	1684	1071	1686	1682	31	1668	1685	1686	1687	1128	1688	1079	1129	1690	1688	1685	1685	1127	1685	1190	1690	1690	38	1070	1686	1687	1034	1034	1070	1684	1069	1132	1685	1690	1664	1124	1690	1668	1690	1688	1126	1182	1690	1188	1084
GCF_002213945	56	1162	93	972	88	1165	1687	1091	1686	1686	1003	1684	1668	1686	1167	1688	1686	1022	1686	1680	1664	1685	1688	1691	1683	1063	1686	1076	1092	1686	1686	1040	1204	1686	1685	1686	1092	1076	1686	1686	86	1686	1073	1691	1174	1686	1665	1686	1663	1665	1688	1662	1031	1093	1691	1666	1691	1686	1691	1686	1175	1691	1686	1686	1075	1680	1686	71	1684	1686	1067	1687	87	483	1686	1176	1090	1041	0	1680	1691	1684	1686	89	1686	1691	1691	486	1680	77	1665	1097	1076	1691	1167	1686	1171	1691	1686	1691	1681	1690	1691	1162	1686	87	79	1169	1691	1685	1070	1071	1173	1173	1691	1039	1686	1684	1094	1685	1683	1076	1070	0	92	1686	1691	1092	1096	1684	1691	1686	1168	1686	1179	1003	1686	1174	1069	1158	1681	974	1680	1152	1691	1075	1686	1683	1685	1686	1173	1688	1682	1041	1691	1684	1684	1691	1691	1092	1691	95	1096	1686	1160	1665	1686	94	1069	1681	1685	82	1180	1686	1688	1686	1687	1691	1063	1162	1686	1691	71	1684	1179	1076	1691	1666	1685	1686	1686	1686	47	1073	1180	1686	1077	1073	1688	1663	79	1070	1691	1665	1171	1687	1174	1691	1691	1686	1686	1686	1184	1688	1174	1070	1686	1685	87	1686	1680	1073	1665	1686	1685	1686	1095	1687	93	1095	1691	1687	1686	1686	1092	1686	1173	1691	1691	1070	85	1687	1686	1041	1040	0	1685	82	1099	1686	1691	1661	1089	1691	1665	1691	1688	1091	1162	1691	1168	484
GCF_000307615	118	1169	102	977	49	1173	1687	1100	1686	1686	1014	1684	1670	1686	1175	1688	1686	1030	1686	1680	1665	1685	1688	1691	1683	1067	1686	1079	1101	1686	1686	1054	1213	1686	1685	1686	1102	1079	1686	1686	48	1686	1077	1691	1180	1686	1666	1686	1664	1667	1688	1664	1040	1102	1691	1667	1691	1686	1691	1686	1180	1691	1686	1686	1078	1680	1686	76	1684	1686	1071	1687	49	487	1686	1183	1099	1055	92	1680	1691	1684	1686	7	1686	1691	1691	486	1680	80	1666	1106	1079	1691	1175	1686	1177	1691	1686	1691	1682	1690	1691	1169	1686	47	87	1178	1691	1685	1073	1075	1180	1181	1691	1053	1686	1684	1103	1683	1683	1079	1073	92	0	1686	1691	1101	1105	1684	1691	1686	1175	1686	1187	1014	1686	1180	1073	1165	1681	978	1680	1162	1691	1078	1686	1683	1685	1686	1181	1688	1682	1055	1691	1684	1684	1691	1691	1101	1691	57	1100	1686	1168	1667	1686	54	1072	1681	1684	88	1186	1686	1688	1686	1687	1691	1067	1169	1686	1691	76	1684	1185	1079	1691	1666	1685	1686	1686	1686	119	1076	1187	1686	1080	1075	1688	1664	87	1073	1691	1667	1177	1687	1178	1691	1691	1686	1686	1686	1191	1688	1180	1073	1686	1685	49	1686	1680	1076	1667	1686	1685	1686	1104	1687	96	1104	1691	1687	1686	1686	1101	1686	1180	1691	1691	1073	93	1687	1686	1055	1054	92	1685	88	1108	1686	1691	1663	1098	1691	1667	1691	1688	1100	1169	1691	1175	488
GCF_003900515	1686	1683	1686	1685	1686	1682	1297	1688	71	1296	1687	1279	1683	89	1682	1254	75	1685	1286	1320	1682	1308	1302	1290	1280	1686	70	1686	1688	1358	1282	1687	1682	65	1284	85	1688	1686	1291	76	1686	84	1686	1288	1683	1282	1682	1270	1682	1678	133	1683	1683	1688	1291	1682	1290	1291	1291	44	1683	1287	1281	30	1686	1333	1286	1686	1257	86	1685	81	1686	1683	1299	1683	1688	1687	1686	1291	1287	1277	1291	1686	144	1287	1285	1683	1464	1686	1682	1688	1686	1287	1682	1351	1683	1291	1360	1285	1689	1280	1290	1683	66	1686	1687	1682	1287	1274	1686	1686	1683	1685	1287	1687	55	1278	1688	1272	1341	1686	1686	1686	1686	0	1285	1688	1688	1254	1285	1274	1683	71	1684	1687	1286	1684	1685	1685	1352	1685	1321	1683	1287	1686	65	1283	1271	1358	1685	1298	1335	1687	1287	1280	1254	1286	1292	1688	1286	1686	1686	71	1683	1678	83	1686	1686	1352	1274	1686	1683	54	1299	1282	1299	1290	1686	1683	75	1291	1686	1281	1684	1686	1290	1682	1271	1273	82	1281	1686	1686	1683	1284	1686	1686	1265	1682	1686	1686	1291	1678	1684	1283	1684	1290	1287	1282	1286	1281	1683	1301	1684	1686	1292	1285	1686	77	1319	1686	1678	1281	1304	1354	1688	1296	1686	1688	1287	1250	1282	1274	1688	1357	1683	1287	1287	1686	1686	1280	1350	1687	1687	1686	1269	1686	1688	1281	1288	1683	1688	1288	1678	1290	1265	1688	1683	1290	1683	1683
GCF_001513695	1691	1688	1691	1691	1691	1688	1264	1692	1288	1276	1691	1262	1686	1290	1688	1223	1285	1690	1163	1335	1684	1264	1272	66	1225	1691	1292	1690	1692	1327	1167	1691	1688	1291	1166	1287	1692	1690	1277	1295	1691	1287	1691	24	1688	1167	1684	1204	1686	1684	1310	1686	1688	1692	67	1682	66	1167	67	1285	1688	29	1166	1285	1690	1343	1162	1691	1217	1288	1690	1290	1691	1690	1271	1688	1692	1691	1691	1276	66	1257	1169	1691	1298	64	62	1690	1463	1691	1684	1692	1690	66	1688	1342	1688	78	1328	64	1690	1228	67	1688	1291	1691	1692	1688	61	1174	1690	1691	1688	1690	66	1691	1288	1258	1692	1239	1329	1690	1690	1691	1691	1285	0	1692	1692	1220	22	1204	1688	1287	1688	1691	1164	1688	1690	1690	1324	1691	1336	1689	63	1690	1291	1222	1236	1327	1690	1262	1323	1691	64	1260	1220	20	66	1692	66	1691	1690	1287	1688	1684	1288	1691	1690	1323	1243	1691	1688	1287	1269	1166	1268	66	1691	1688	1285	68	1691	1260	1688	1690	65	1685	1171	1209	1286	1160	1691	1690	1688	1160	1690	1690	1220	1686	1691	1690	67	1684	1688	1171	1688	66	65	1163	1168	1166	1688	1272	1688	1690	1168	1199	1691	1289	1339	1690	1684	1167	1264	1347	1692	1263	1691	1692	64	1313	1162	1204	1692	1327	1688	29	64	1690	1691	1169	1344	1691	1691	1691	1240	1691	1692	1163	69	1685	1692	65	1684	65	1237	1692	1688	66	1688	1690
GCF_003030405	1107	1193	1094	1132	1095	1200	1689	44	1688	1689	1117	1685	1668	1688	1204	1690	1688	1109	1687	1681	1667	1687	1688	1692	1685	1138	1688	1128	54	1687	1687	1070	1213	1688	1686	1688	57	1131	1688	1688	1096	1688	1147	1692	1200	1687	1667	1687	1663	1669	1690	1665	1122	56	1692	1667	1692	1687	1692	1688	1221	1692	1687	1688	1129	1682	1687	1090	1685	1688	1148	1689	1095	1116	1688	1204	37	1070	1092	1683	1692	1685	1687	1100	1688	1692	1692	1119	1683	1093	1667	63	1128	1692	1205	1687	1200	1692	1687	1692	1682	1691	1692	1192	1688	1095	1098	1203	1692	1687	1126	1143	1201	1192	1692	1071	1688	1685	74	1686	1684	1131	1126	1092	1101	1688	1692	0	67	1685	1692	1687	1198	1688	1197	1117	1687	1201	1144	1209	1683	1135	1681	1185	1692	1132	1688	1685	1687	1687	1191	1690	1682	1070	1692	1685	1685	1692	1692	48	1692	1098	1143	1688	1193	1669	1688	1093	1127	1683	1686	1093	1211	1688	1688	1687	1689	1692	1141	1193	1688	1692	1090	1685	1206	1130	1692	1666	1687	1687	1688	1687	1098	1130	1204	1687	1130	1128	1690	1663	1097	1126	1692	1669	1200	1687	1205	1692	1692	1687	1687	1687	1209	1688	1202	1128	1687	1686	1096	1688	1681	1128	1669	1687	1687	1687	67	1689	1094	64	1692	1689	1687	1687	48	1687	1196	1692	1692	1126	1089	1688	1687	1070	1070	1092	1686	1093	73	1687	1692	1664	52	1692	1669	1692	1689	43	1192	1692	1198	1117
GCF_009866905	1111	1191	1099	1136	1099	1201	1689	56	1688	1689	1118	1685	1668	1688	1205	1690	1688	1109	1687	1681	1667	1687	1688	1692	1685	1140	1687	1129	67	1687	1687	1069	1209	1687	1686	1688	66	1132	1688	1687	1100	1688	1147	1692	1198	1687	1667	1687	1663	1669	1690	1665	1124	69	1692	1667	1692	1687	1692	1688	1221	1692	1687	1688	1131	1682	1687	1094	1685	1688	1149	1689	1099	1116	1688	1203	53	1069	1096	1683	1692	1685	1687	1104	1687	1692	1692	1119	1681	1097	1666	48	1129	1692	1205	1687	1198	1692	1687	1692	1682	1691	1692	1190	1687	1100	1102	1204	1692	1687	1128	1144	1199	1191	1692	1070	1688	1685	87	1686	1684	1133	1128	1096	1105	1688	1692	67	0	1685	1692	1687	1197	1688	1195	1118	1687	1199	1145	1207	1683	1138	1681	1182	1692	1134	1687	1685	1687	1687	1190	1690	1682	1069	1692	1685	1685	1692	1692	60	1692	1101	1145	1688	1190	1669	1688	1097	1129	1683	1686	1097	1209	1688	1688	1687	1689	1692	1141	1191	1688	1692	1094	1685	1203	1132	1692	1666	1687	1687	1688	1687	1102	1132	1203	1687	1131	1130	1690	1663	1101	1128	1692	1669	1198	1688	1203	1692	1692	1687	1687	1687	1210	1688	1200	1129	1687	1686	1100	1688	1681	1129	1669	1687	1687	1687	11	1688	1099	77	1692	1689	1687	1687	60	1687	1195	1692	1692	1128	1094	1688	1687	1069	1069	1096	1686	1097	91	1687	1692	1664	65	1692	1669	1692	1689	55	1190	1692	1197	1117
GCF_002213865	1684	1680	1684	1683	1684	1679	1254	1685	1258	1250	1682	1258	1683	1262	1679	1243	1259	1682	1281	1321	1682	1280	1296	1224	1272	1684	1263	1683	1685	1345	1282	1684	1678	1262	1284	1257	1685	1683	1244	1265	1684	1258	1684	1222	1680	1281	1682	1265	1683	1682	1286	1684	1681	1685	1225	1681	1224	1284	1225	1257	1680	1223	1281	1255	1683	1336	1282	1684	66	1258	1683	1258	1684	1682	1256	1680	1685	1684	1684	1280	1222	1254	1283	1684	1272	1222	1220	1682	1473	1684	1682	1685	1683	1222	1679	1343	1680	1223	1346	1223	1687	1280	1224	1680	1261	1684	1685	1679	1222	1281	1683	1684	1680	1682	1223	1684	1258	1255	1685	1226	1323	1683	1683	1684	1684	1254	1220	1685	1685	0	1220	1267	1680	1255	1680	1682	1282	1681	1683	1682	1324	1683	1322	1680	1224	1683	1261	1271	1244	1346	1682	1253	1327	1684	1222	1260	0	1221	1225	1685	1223	1684	1683	1255	1680	1682	1258	1684	1683	1327	1228	1684	1680	1259	1291	1281	1254	1224	1684	1680	1259	1225	1684	1258	1681	1683	1224	1683	1279	1263	1259	1283	1684	1683	1680	1280	1683	1683	1266	1683	1684	1683	1225	1682	1681	1280	1681	1224	1222	1287	1280	1281	1680	1295	1681	1683	1282	1272	1684	1258	1321	1683	1682	1280	1282	1348	1685	1256	1685	1685	1222	1291	1280	1267	1685	1345	1680	1227	1222	1683	1684	1277	1343	1684	1684	1684	1221	1684	1685	1282	1224	1682	1685	1223	1682	1224	1254	1685	1680	1224	1680	1682
GCF_014987905	1691	1688	1691	1691	1691	1688	1263	1692	1288	1277	1691	1261	1686	1290	1688	1223	1285	1690	1164	1334	1684	1267	1268	63	1224	1691	1292	1690	1692	1326	1168	1691	1688	1291	1167	1287	1692	1690	1277	1295	1691	1287	1691	15	1688	1168	1684	1203	1686	1684	1310	1686	1688	1692	64	1682	63	1168	64	1285	1688	26	1167	1285	1690	1342	1163	1691	1217	1288	1690	1290	1691	1690	1270	1688	1692	1691	1691	1276	63	1256	1170	1691	1298	61	59	1690	1464	1691	1684	1692	1690	63	1688	1340	1688	75	1327	61	1690	1228	64	1688	1291	1691	1692	1688	58	1172	1690	1691	1688	1690	63	1691	1288	1257	1692	1236	1328	1690	1690	1691	1691	1285	22	1692	1692	1220	0	1203	1688	1287	1688	1691	1165	1688	1690	1690	1323	1691	1335	1689	60	1690	1291	1221	1235	1326	1690	1261	1323	1691	61	1259	1220	17	62	1692	63	1691	1690	1287	1688	1684	1288	1691	1690	1322	1240	1691	1688	1287	1265	1167	1267	63	1691	1688	1285	65	1691	1259	1688	1690	62	1685	1169	1208	1286	1160	1691	1690	1688	1161	1690	1690	1220	1686	1691	1690	64	1684	1688	1171	1688	63	62	1164	1169	1167	1688	1268	1688	1690	1169	1197	1691	1289	1338	1690	1684	1168	1268	1345	1692	1262	1691	1692	61	1309	1163	1203	1692	1326	1688	26	61	1690	1691	1169	1342	1691	1691	1691	1240	1691	1692	1164	66	1685	1692	62	1684	62	1235	1692	1688	63	1688	1690
GCF_002213805	1686	1683	1686	1686	1686	1683	1216	1687	1273	1270	1686	1215	1683	1280	1683	1117	1273	1685	1207	1305	1678	1251	1247	1204	1245	1686	1283	1685	1687	1329	1209	1686	1683	1281	1209	1275	1687	1685	1253	1285	1686	1275	1686	1206	1683	1210	1678	40	1682	1680	1300	1682	1683	1687	1205	1678	1204	1211	1205	1276	1683	1204	1209	1273	1685	1313	1208	1686	1271	1274	1685	1279	1686	1684	1221	1683	1687	1686	1686	1211	1207	1209	1212	1686	1285	1202	1206	1684	1472	1686	1678	1687	1685	1207	1683	1335	1683	1204	1330	1202	1689	1111	1205	1683	1281	1686	1687	1683	1201	1200	1685	1686	1683	1685	1202	1686	1280	1210	1687	1204	1322	1685	1685	1686	1686	1274	1204	1687	1687	1267	1203	0	1683	1271	1683	1686	1209	1682	1685	1685	1320	1686	1305	1684	1202	1685	1281	1252	1227	1330	1685	1219	1298	1686	1202	1213	1267	1203	1206	1687	1202	1686	1685	1271	1683	1680	1275	1686	1685	1319	1208	1686	1683	1276	1243	1210	1220	1204	1686	1683	1273	1206	1686	1214	1682	1685	1204	1684	1197	56	1272	1204	1686	1685	1683	1206	1685	1685	1126	1682	1686	1685	1205	1680	1682	1210	1682	1204	1203	1209	1210	1209	1683	1246	1682	1685	1212	1221	1686	1278	1306	1685	1680	1207	1248	1338	1687	1220	1687	1687	1202	1296	1208	0	1687	1328	1683	1206	1202	1685	1686	1206	1336	1686	1686	1686	1221	1686	1687	1207	1204	1679	1687	1202	1680	1204	1241	1687	1683	1204	1683	1684
GCF_009648695	1177	110	1173	1182	1173	1146	1685	1195	1683	1684	1176	1680	1667	1683	1147	1685	1683	1198	1683	1676	1664	1683	1685	1688	1680	1156	1682	1191	1196	1682	1683	1174	1140	1682	1684	1683	1195	1192	1681	1682	1175	1683	1166	1688	131	1683	1664	1683	1661	1664	1684	1662	1188	1198	1688	1662	1688	1683	1688	1683	1073	1688	1683	1683	1191	1677	1683	1166	1680	1683	1167	1684	1171	1189	1684	135	1193	1176	1168	1677	1688	1680	1683	1174	1683	1688	1688	1191	1679	1169	1664	1201	1192	1688	1148	1682	148	1688	1682	1688	1681	1687	1688	109	1682	1176	1175	1109	1688	1682	1188	1159	127	1095	1688	1180	1683	1680	1197	1682	1679	1193	1188	1168	1175	1683	1688	1198	1197	1680	1688	1683	0	1683	1103	1176	1683	1155	1160	1100	1678	1184	1676	1145	1688	1196	1682	1680	1682	1682	1095	1686	1678	1174	1688	1680	1680	1688	1687	1195	1688	1174	1208	1683	101	1664	1683	1173	1191	1679	1682	1166	151	1683	1685	1683	1685	1688	1157	93	1683	1688	1166	1680	1159	1193	1688	1663	1682	1683	1683	1683	1170	1193	144	1683	1194	1192	1685	1661	1172	1188	1688	1664	1156	1684	1156	1688	1688	1683	1683	1683	163	1685	1156	1189	1683	1682	1174	1683	1676	1190	1664	1683	1683	1682	1197	1685	1174	1201	1688	1684	1683	1683	1195	1682	75	1688	1688	1188	1169	1684	1682	1176	1174	1168	1679	1166	1200	1683	1688	1663	1196	1688	1664	1688	1685	1195	109	1688	0	1189
GCF_002214125	1686	1683	1686	1685	1686	1682	1295	1688	80	1297	1687	1279	1683	95	1682	1251	82	1685	1286	1318	1682	1306	1300	1292	1279	1686	96	1686	1688	1358	1283	1687	1682	91	1285	93	1688	1686	1292	101	1686	92	1686	1290	1683	1283	1682	1267	1682	1678	158	1683	1683	1688	1293	1682	1292	1291	1293	73	1683	1289	1282	71	1686	1330	1286	1686	1258	95	1685	88	1686	1683	1295	1683	1688	1687	1686	1289	1289	1277	1291	1686	150	1289	1287	1683	1462	1686	1682	1688	1686	1289	1681	1349	1683	1293	1360	1287	1689	1278	1292	1683	92	1686	1687	1682	1289	1271	1686	1686	1683	1685	1289	1687	81	1278	1688	1268	1341	1686	1686	1686	1686	71	1287	1688	1688	1255	1287	1271	1683	0	1684	1687	1286	1684	1685	1685	1350	1685	1319	1683	1289	1686	91	1282	1271	1358	1685	1295	1334	1687	1289	1280	1255	1288	1294	1688	1288	1686	1686	0	1683	1678	91	1686	1686	1350	1270	1686	1683	79	1296	1283	1296	1292	1686	1683	82	1293	1686	1281	1684	1686	1292	1682	1268	1270	87	1281	1686	1686	1683	1284	1686	1686	1262	1682	1686	1686	1293	1678	1684	1284	1684	1292	1289	1283	1287	1282	1683	1299	1684	1686	1292	1282	1686	84	1317	1686	1678	1282	1302	1352	1688	1293	1686	1688	1289	1250	1283	1271	1688	1357	1683	1289	1289	1686	1686	1281	1348	1687	1687	1686	1270	1686	1688	1282	1290	1683	1688	1289	1678	1292	1265	1688	1683	1292	1683	1683
GCF_004771175	1188	1093	1179	1182	1178	1127	1682	1192	1684	1684	1212	1679	1668	1684	1127	1684	1684	1216	1682	1663	1664	1681	1684	1687	1677	1189	1684	1204	1196	1684	1682	1184	1139	1684	1682	1684	1193	1207	1681	1684	1179	1684	1195	1688	1100	1682	1664	1683	1663	1669	1686	1666	1210	1197	1687	1668	1687	1682	1687	1684	1108	1688	1682	1684	1202	1663	1682	1179	1680	1684	1192	1685	1180	1190	1682	1105	1190	1183	1179	1676	1687	1679	1682	1186	1683	1687	1687	1195	1678	1178	1664	1198	1204	1687	1127	1682	1102	1687	1685	1687	1682	1686	1687	1093	1684	1180	1187	1124	1687	1682	1199	1190	1101	40	1687	1188	1684	1679	1193	1682	1677	1205	1199	1179	1187	1684	1688	1197	1195	1680	1688	1683	1103	1684	0	1212	1682	1167	1190	870	1681	1183	1663	1131	1687	1205	1684	1677	1683	1684	28	1683	1677	1185	1687	1679	1680	1688	1686	1192	1687	1181	1218	1684	1090	1669	1684	1179	1200	1681	1681	1175	1109	1684	1684	1682	1682	1687	1188	1093	1684	1687	1179	1679	1173	1205	1687	1667	1682	1683	1684	1682	1186	1202	1110	1682	1204	1202	1683	1663	1182	1201	1687	1669	1165	1683	1169	1687	1687	1682	1682	1682	1112	1684	1167	1202	1682	1682	1179	1684	1663	1204	1669	1682	1683	1682	1194	1682	1180	1198	1687	1684	1682	1683	1192	1684	1097	1688	1687	1201	1178	1683	1682	1183	1184	1179	1679	1175	1205	1682	1687	1663	1192	1687	1669	1687	1684	1192	1093	1687	1103	1191
GCF_002213505	1018	1173	1010	1031	1010	1195	1689	1113	1687	1688	0	1684	1666	1687	1199	1689	1687	1075	1686	1682	1665	1687	1688	1691	1684	946	1687	1059	1115	1686	1686	1033	1205	1687	1686	1687	1116	1061	1687	1687	1009	1687	954	1691	1180	1686	1665	1686	1663	1669	1689	1667	970	1116	1691	1667	1691	1686	1691	1687	1219	1691	1686	1687	1064	1682	1686	1002	1682	1687	962	1688	1012	1033	1689	1187	1111	1035	1003	1681	1691	1684	1686	1013	1687	1691	1691	1040	1678	1008	1665	1118	1060	1691	1197	1686	1182	1691	1686	1691	1679	1690	1691	1173	1687	1010	1012	1204	1691	1686	1060	946	1185	1203	1691	1036	1687	1684	1116	1685	1684	1063	1060	1003	1014	1687	1691	1117	1118	1682	1691	1686	1176	1687	1212	0	1686	1192	954	1194	1684	1033	1682	1159	1691	1066	1687	1684	1686	1686	1205	1690	1683	1034	1691	1684	1682	1691	1691	1116	1691	1015	1078	1687	1171	1669	1687	1012	1059	1684	1685	1008	1192	1687	1688	1686	1689	1691	944	1172	1687	1691	1002	1684	1196	1063	1691	1664	1686	1686	1687	1686	1008	1064	1192	1686	1061	1063	1689	1663	1010	1058	1691	1669	1188	1685	1192	1691	1691	1686	1686	1686	1192	1688	1192	1060	1686	1685	1009	1687	1682	1063	1669	1686	1687	1686	1117	1689	1014	1117	1691	1686	1686	1686	1115	1686	1177	1691	1691	1058	1007	1685	1686	1035	1033	1003	1685	1008	1119	1686	1691	1661	1113	1691	1669	1691	1689	1113	1173	1691	1176	1033
GCF_002557815	1686	1683	1686	1685	1686	1682	1251	1687	1290	1240	1686	1115	1687	1294	1682	1212	1288	1685	38	1315	1685	1252	1228	1170	1275	1686	1291	1685	1687	1312	63	1686	1682	1292	66	1291	1687	1685	1280	1296	1686	1292	1686	1165	1683	59	1685	1208	1686	1685	1315	1685	1682	1687	1171	1685	1170	34	1170	1288	1682	1165	65	1288	1685	1337	37	1686	1283	1290	1685	1292	1686	1683	1260	1683	1687	1686	1686	1289	1172	1110	36	1686	1298	1169	1171	1683	1452	1686	1685	1687	1685	1172	1682	1330	1683	1172	1314	1166	1691	1242	1171	1683	1292	1686	1687	1682	1169	617	1685	1686	1683	1685	1171	1686	1292	1111	1687	1207	1318	1685	1685	1686	1686	1286	1164	1687	1687	1282	1165	1209	1683	1286	1682	1686	0	1683	1685	1685	1328	1685	1314	1683	1169	1685	1292	1276	1244	1313	1685	1253	1313	1686	1169	1119	1282	1163	1172	1687	1169	1686	1685	1286	1683	1685	1291	1686	1685	1332	1206	1686	1683	1292	1223	60	1253	1170	1686	1683	1288	1172	1686	1116	1683	1685	1170	1688	608	1211	1288	87	1686	1685	1683	29	1685	1685	1211	1686	1686	1685	1170	1685	1683	162	1683	1170	1169	82	71	65	1683	1226	1683	1685	32	1005	1686	1293	1316	1685	1685	59	1249	1334	1687	1251	1687	1687	1169	1321	65	1209	1687	1312	1683	1166	1169	1685	1686	141	1331	1686	1686	1686	1254	1686	1687	72	1169	1684	1687	1169	1685	1170	1223	1687	1683	1170	1683	1683
