Locus	Gene	Start	Length	Product	Allele Count	Alleles
SACOL0622	atoB	656124	1140	acetyl-CoA acetyltransferase	1552	SACOL0622.fasta
SACOL0624		657606	270	hypothetical protein	290	SACOL0624.fasta
SACOL0625		658076	168	hypothetical protein	160	SACOL0625.fasta
SACOL0626	thiD1	658750	831	phosphomethylpyrimidine kinase	1018	SACOL0626.fasta
SACOL0627	ung	659764	657	uracil-DNA glycosylase	651	SACOL0627.fasta
SACOL0628		660421	381	hypothetical protein	491	SACOL0628.fasta
SACOL0629		660934	369	hypothetical protein	398	SACOL0629.fasta
SACOL0630		661423	1485	amino acid permease	1311	SACOL0630.fasta
SACOL0631		663049	453	hypothetical protein	508	SACOL0631.fasta
SACOL0632		663514	765	hypothetical protein	807	SACOL0632.fasta
SACOL0633		664827	753	heme peroxidase	725	SACOL0633.fasta
SACOL0634	eutD	665747	987	phosphotransacetylase	930	SACOL0634.fasta
SACOL0635		666736	837	lipoate-protein ligase A family protein	818	SACOL0635.fasta
SACOL0636	mvk	668159	921	mevalonate kinase	815	SACOL0636.fasta
SACOL0637	mvaD	669084	984	mevalonate diphosphate decarboxylase	988	SACOL0637.fasta
SACOL0638		670080	1077	phosphomevalonate kinase	805	SACOL0638.fasta
SACOL0639		671333	342	hypothetical protein	291	SACOL0639.fasta
SACOL0642		673534	102	hypothetical protein	139	SACOL0642.fasta
SACOL0655		684230	939	aldo/keto reductase oxidoreductase	1164	SACOL0655.fasta
SACOL0658		686600	1296	HD domain-containing protein	1023	SACOL0658.fasta
SACOL0659		687923	522	hypothetical protein	596	SACOL0659.fasta
SACOL0660	adhP	688943	1011	alcohol dehydrogenase	1058	SACOL0660.fasta
SACOL0661		690028	108	hypothetical protein	90	SACOL0661.fasta
SACOL0662		690216	429	hypothetical protein	388	SACOL0662.fasta
SACOL0663	argS	690641	1662	arginyl-tRNA synthetase	1365	SACOL0663.fasta
SACOL0664		692691	636	endonuclease III	752	SACOL0664.fasta
SACOL0665		693705	888	iron compound ABC transporter iron compound-binding protein	1031	SACOL0665.fasta
SACOL0666		694740	951	iron compound ABC transporter permease	1040	SACOL0666.fasta
SACOL0668		696448	801	alpha/beta fold family hydrolase	831	SACOL0668.fasta
SACOL0669		697384	507	hypothetical protein	508	SACOL0669.fasta
SACOL0670		698052	717	hypothetical protein	739	SACOL0670.fasta
SACOL0671		698937	789	alpha/beta fold family hydrolase	898	SACOL0671.fasta
SACOL0672	sarA	699976	375	accessory regulator A	220	SACOL0672.fasta
SACOL0673		700498	120	hypothetical protein	216	SACOL0673.fasta
SACOL0676		702422	225	hypothetical protein	228	SACOL0676.fasta
SACOL0682		706749	1497	monovalent cation/H+ antiporter subunit D	1428	SACOL0682.fasta
SACOL0684		708246	483	monovalent cation/H+ antiporter subunit E	416	SACOL0684.fasta
SACOL0686		709002	438	monovalent cation/H+ antiporter subunit G	357	SACOL0686.fasta
SACOL0687		709779	2043	Na+/H+ antiporter	1718	SACOL0687.fasta
SACOL0688		712981	930	ABC transporter substrate-binding protein	728	SACOL0688.fasta
SACOL0689		713907	837	ABC transporter permease	513	SACOL0689.fasta
SACOL0691	sirR	715602	645	iron-dependent repressor	654	SACOL0691.fasta
SACOL0692		716326	753	hypothetical protein	868	SACOL0692.fasta
SACOL0693	tagA	717314	765	teichoic acid biosynthesis protein	797	SACOL0693.fasta
SACOL0694		718139	795	teichoic acids export protein ATP-binding subunit	669	SACOL0694.fasta
SACOL0695		719280	813	tagG protein, teichoic acid ABC transporter protein	604	SACOL0695.fasta
SACOL0696	tagB	720191	1104	teichoic acid biosynthesis protein B	1172	SACOL0696.fasta
SACOL0697	tagX	721291	1062	teichoic acid biosynthesis protein X	1284	SACOL0697.fasta
SACOL0698	tagD	722415	399	glycerol-3-phosphate cytidylyltransferase	228	SACOL0698.fasta
SACOL0699	pbp4	722930	1296	penicillin-binding protein 4	1346	SACOL0699.fasta
SACOL0700	abcA	724646	1728	ABC transporter ATP-binding protein/permease	1435	SACOL0700.fasta
SACOL0701		726732	1230	nucleoside permease NupC	1035	SACOL0701.fasta
SACOL0702		728216	93	hypothetical protein	119	SACOL0702.fasta
SACOL0703		728486	834	hypothetical protein	819	SACOL0703.fasta
SACOL0704		729601	798	iron compound ABC transporter ATP-binding protein	600	SACOL0704.fasta
SACOL0705		730434	1005	iron compound ABC transporter permease	1076	SACOL0705.fasta
SACOL0706		731435	1017	iron compound ABC transporter permease	1126	SACOL0706.fasta
SACOL0707		732688	966	dihydroxyacetone kinase subunit DhaK	1184	SACOL0707.fasta
SACOL0708		733695	585	DAK2 domain-containing protein	697	SACOL0708.fasta
SACOL0710		734750	498	hypothetical protein	331	SACOL0710.fasta
SACOL0711		735703	1068	hypothetical protein	810	SACOL0711.fasta
SACOL0712		736921	1044	lipase/esterase	1047	SACOL0712.fasta
SACOL0713		738293	429	hypothetical protein	464	SACOL0713.fasta
SACOL0714		738930	507	acetyltransferase	556	SACOL0714.fasta
SACOL0715		739549	924	hypothetical protein	1046	SACOL0715.fasta
SACOL0721		745704	618	hypothetical protein	332	SACOL0721.fasta
SACOL0722		746337	1008	phosphate transporter family protein	705	SACOL0722.fasta
SACOL0723		747932	798	LysM domain-containing protein	868	SACOL0723.fasta
SACOL0724		749090	645	hypothetical protein	792	SACOL0724.fasta
SACOL0726	sarX	752661	426	hypothetical protein	596	SACOL0726.fasta
SACOL0727		753276	717	hypothetical protein	702	SACOL0727.fasta
SACOL0728		753992	474	hypothetical protein	599	SACOL0728.fasta
SACOL0730		754818	645	hypothetical protein	435	SACOL0730.fasta
SACOL0731		755578	867	LysR family transcriptional regulator	713	SACOL0731.fasta
SACOL0733		756783	1221	sugar efflux transporter	1239	SACOL0733.fasta
SACOL0735		758587	690	hypothetical protein	723	SACOL0735.fasta
SACOL0736		759403	444	acetyltransferase	557	SACOL0736.fasta
SACOL0738		760446	300	hypothetical protein	356	SACOL0738.fasta
SACOL0739		760825	543	acetyltransferase	639	SACOL0739.fasta
SACOL0740		761463	567	hypothetical protein	617	SACOL0740.fasta
SACOL0741		762031	459	hypothetical protein	532	SACOL0741.fasta
SACOL0742		762492	684	hypothetical protein	753	SACOL0742.fasta
SACOL0743	uppP	763347	876	UDP pyrophosphate phosphatase	835	SACOL0743.fasta
SACOL0744		764441	1632	ABC transporter ATP-binding protein	1683	SACOL0744.fasta
SACOL0745		766069	1674	ABC transporter ATP-binding protein	1844	SACOL0745.fasta
SACOL0746	norR	767869	444	MarR family transcriptional regulator	435	SACOL0746.fasta
SACOL0747		768539	927	cobalamin synthesis protein/P47K family protein	1124	SACOL0747.fasta
SACOL0748		769568	909	aldo/keto reductase oxidoreductase	1117	SACOL0748.fasta
SACOL0749		770511	288	hypothetical protein	326	SACOL0749.fasta
SACOL0750		771081	1554	anion transporter family protein	1692	SACOL0750.fasta
SACOL0753		775332	423	hypothetical protein	499	SACOL0753.fasta
SACOL0754	norA	775963	1167	multi drug resistance protein (norA)	1210	SACOL0754.fasta
SACOL0755		777422	453	hypothetical protein	461	SACOL0755.fasta
SACOL0757		778780	765	DeoR family transcriptional regulator	710	SACOL0757.fasta
SACOL0758	fruK	779541	921	1-phosphofructokinase	956	SACOL0758.fasta
SACOL0761	nagA	782732	1182	N-acetylglucosamine-6-phosphate deacetylase	1030	SACOL0761.fasta
SACOL0762		784134	1350	hemolysin	992	SACOL0762.fasta
SACOL0763		785705	840	aldo/keto reductase oxidoreductase	896	SACOL0763.fasta
SACOL0764		786676	984	glycosyl transferase, group 2 family protein	914	SACOL0764.fasta
SACOL0765	saeS	787731	1056	sensor histidine kinase SaeS	1092	SACOL0765.fasta
SACOL0766	saeR	788786	687	DNA-binding response regulator SaeR	506	SACOL0766.fasta
SACOL0768		790262	441	hypothetical protein	468	SACOL0768.fasta
SACOL0769		790982	585	hypothetical protein	569	SACOL0769.fasta
SACOL0770		791665	714	radical activating enzyme family protein	691	SACOL0770.fasta
SACOL0771		792382	420	6-pyruvoyl tetrahydrobiopterin synthase	450	SACOL0771.fasta
SACOL0772		792803	669	exsB protein	598	SACOL0772.fasta
SACOL0773	pabA	793822	594	para-aminobenzoate synthase, glutamine amidotransferase, component II	571	SACOL0773.fasta
SACOL0777		797212	1005	hypothetical protein	1117	SACOL0777.fasta
SACOL0778		798690	1941	sulfatase	1426	SACOL0778.fasta
SACOL0779		800907	1878	ABC transporter ATP-binding protein	1866	SACOL0779.fasta
SACOL0780	recQ1	802796	1782	ATP-dependent DNA helicase RecQ	1418	SACOL0780.fasta
SACOL0783	opuBB	805769	1515	osmoprotectant ABC transporter permease	1178	SACOL0783.fasta
SACOL0784	hisC	807523	1059	histidinol-phosphate aminotransferase	1189	SACOL0784.fasta
SACOL0785		808932	543	hypothetical protein	503	SACOL0785.fasta
SACOL0787		810154	918	hypothetical protein	937	SACOL0787.fasta
SACOL0788		811341	1506	proton-dependent oligopeptide transporter family protein	1184	SACOL0788.fasta
SACOL0789		813187	501	7-cyano-7-deazaguanine reductase	375	SACOL0789.fasta
SACOL0790		813707	867	integral membrane domain-containing protein	829	SACOL0790.fasta
SACOL07901		814958	267	ribonucleoside-diphosphate reductase 2, NrdH-redoxin	309	SACOL0790_1.fasta
SACOL0792	nrdE	815735	2106	ribonucleotide-diphosphate reductase subunit alpha	1415	SACOL0792.fasta
SACOL0793	nrdF	817958	972	ribonucleotide-diphosphate reductase subunit beta	468	SACOL0793.fasta
SACOL0798		821548	762	iron compound ABC transporter ATP-binding protein	712	SACOL0798.fasta
SACOL0800		823773	315	hypothetical protein	381	SACOL0800.fasta
SACOL0801	murB	824105	924	UDP-N-acetylenolpyruvoylglucosamine reductase	781	SACOL0801.fasta
SACOL0802		825155	519	hypothetical protein	540	SACOL0802.fasta
SACOL0803		825793	879	hypothetical protein	871	SACOL0803.fasta
SACOL0804		826825	321	hypothetical protein	278	SACOL0804.fasta
SACOL0805		827570	1125	glycerate kinase	1103	SACOL0805.fasta
SACOL0806	pepT	828883	1227	peptidase T	1335	SACOL0806.fasta
SACOL0807		830123	495	hypothetical protein	334	SACOL0807.fasta
SACOL0808		830635	762	hypothetical protein	590	SACOL0808.fasta
SACOL0809		831592	1071	diguanylate cyclase	1014	SACOL0809.fasta
SACOL0810		832980	1056	glycosyl transferase, group 4 family protein	773	SACOL0810.fasta
SACOL0811		834205	642	hypothetical protein	694	SACOL0811.fasta
SACOL0813		836220	1083	comf operon protein 1	1304	SACOL0813.fasta
SACOL0815		838030	573	ribosomal subunit interface protein	483	SACOL0815.fasta
SACOL0816	secA	839016	2532	preprotein translocase subunit SecA	2008	SACOL0816.fasta
SACOL0817		841589	105	hypothetical protein	123	SACOL0817.fasta
SACOL0821		844394	651	HD domain-containing protein	726	SACOL0821.fasta
SACOL0822		845041	237	hypothetical protein	223	SACOL0822.fasta
SACOL0824	uvrA	847539	2847	excinuclease ABC subunit A	2791	SACOL0824.fasta
SACOL0825	hprK	850992	933	HPr kinase/phosphorylase	686	SACOL0825.fasta
SACOL0826	lgt	851930	840	prolipoprotein diacylglyceryl transferase	894	SACOL0826.fasta
SACOL0827		852777	486	acetyltransferase	632	SACOL0827.fasta
SACOL0828		853270	1440	TPR domain-containing protein	1490	SACOL0828.fasta
SACOL0829	trxB	854776	936	thioredoxin-disulfide reductase	849	SACOL0829.fasta
SACOL0830		856421	912	hypothetical protein	898	SACOL0830.fasta
SACOL0831		857329	996	hypothetical protein	793	SACOL0831.fasta
SACOL0832		858434	945	hypothetical protein	691	SACOL0832.fasta
SACOL0833	clpP	859951	588	ATP-dependent Clp protease proteolytic subunit	417	SACOL0833.fasta
SACOL0834		860781	903	hypothetical protein	957	SACOL0834.fasta
SACOL0835		862387	630	hypothetical protein	787	SACOL0835.fasta
SACOL0837	gapR	863776	1014	glycolytic operon regulator	884	SACOL0837.fasta
SACOL0838	gapA1	864842	1011	glyceraldehyde 3-phosphate dehydrogenase	748	SACOL0838.fasta
SACOL0839	pgk	865991	1191	phosphoglycerate kinase	1222	SACOL0839.fasta
SACOL0840	tpiA	867303	762	triosephosphate isomerase	768	SACOL0840.fasta
SACOL0841	pgm	868067	1518	phosphoglyceromutase	1566	SACOL0841.fasta
SACOL0842	eno	869714	1305	phosphopyruvate hydratase	1047	SACOL0842.fasta
SACOL0843		871358	459	hypothetical protein	448	SACOL0843.fasta
SACOL0844	secG	871883	234	preprotein translocase subunit SecG	164	SACOL0844.fasta
SACOL0845	est	872232	741	carboxylesterase	780	SACOL0845.fasta
SACOL0846		873006	2373	VacB/RNase II family exoribonuclease	2305	SACOL0846.fasta
SACOL0847	smpB	875400	465	SsrA-binding protein	493	SACOL0847.fasta
SACOL0854		879190	522	hypothetical protein	666	SACOL0854.fasta
SACOL0855		879850	531	acetyltransferase	689	SACOL0855.fasta
SACOL0860	nuc	887710	687	thermonuclease precursor	763	SACOL0860.fasta
SACOL0861		888753	201	CSD family cold shock protein	215	SACOL0861.fasta
SACOL0862		889449	219	hypothetical protein	380	SACOL0862.fasta
SACOL0863		889729	285	hypothetical protein	340	SACOL0863.fasta
SACOL0864		890101	570	hypothetical protein	747	SACOL0864.fasta
SACOL0865		891075	261	hypothetical protein	306	SACOL0865.fasta
SACOL0866		891640	105	hypothetical protein	135	SACOL0866.fasta
SACOL0868		891876	237	hypothetical protein	232	SACOL0868.fasta
SACOL0869		892328	591	phosphoglycerate mutase	777	SACOL0869.fasta
SACOL0870		892991	618	LysE/YggA family protein	821	SACOL0870.fasta
SACOL0871		893763	495	hypothetical protein	522	SACOL0871.fasta
SACOL0872		894656	423	OsmC/Ohr family protein	576	SACOL0872.fasta
SACOL0873	aroD	895226	717	3-dehydroquinate dehydratase	741	SACOL0873.fasta
SACOL0874		896025	540	nitroreductase	533	SACOL0874.fasta
SACOL0875		896714	321	thioredoxin	395	SACOL0875.fasta
SACOL0876		897178	357	hypothetical protein	381	SACOL0876.fasta
SACOL0877	gcvH	897692	381	glycine cleavage system protein H	342	SACOL0877.fasta
SACOL0880		899871	387	TOPRIM domain-containing protein	414	SACOL0880.fasta
SACOL0882		900796	1026	ABC transporter ATP-binding protein	1285	SACOL0882.fasta
SACOL0884		902527	822	ABC transporter substrate-binding protein	1028	SACOL0884.fasta
SACOL0912		919637	195	hypothetical protein	241	SACOL0912.fasta
SACOL0913		920064	852	hypothetical protein	1029	SACOL0913.fasta
SACOL0914		921243	762	FeS assembly ATPase SufC	930	SACOL0914.fasta
SACOL0915	sufD	922102	1308	FeS assembly protein SufD	1584	SACOL0915.fasta
SACOL0916		923524	1242	SufS subfamily cysteine desulfurase	1458	SACOL0916.fasta
SACOL0918	sufB	925370	1398	FeS assembly protein SufB	1550	SACOL0918.fasta
SACOL0919		926954	138	hypothetical protein	64	SACOL0919.fasta
SACOL0920		927097	315	hypothetical protein	411	SACOL0920.fasta
SACOL0921		927776	1041	hypothetical protein	1164	SACOL0921.fasta
SACOL0922		928830	1068	hypothetical protein	1462	SACOL0922.fasta
SACOL0924		930110	849	hypothetical protein	984	SACOL0924.fasta
SACOL0925		930971	828	hypothetical protein	856	SACOL0925.fasta
SACOL0926		931825	1320	5'-nucleotidase	1544	SACOL0926.fasta
SACOL0927	lipA	933228	918	lipoyl synthase	673	SACOL0927.fasta
SACOL0928		934266	393	hypothetical protein	327	SACOL0928.fasta
SACOL0929		934737	258	hypothetical protein	249	SACOL0929.fasta
SACOL0930		935101	435	hypothetical protein	441	SACOL0930.fasta
SACOL0931		935535	780	HAD superfamily hydrolase	714	SACOL0931.fasta
SACOL0932		936347	960	D-isomer specific 2-hydroxyacid dehydrogenase	1184	SACOL0932.fasta
SACOL0933		937560	111	hypothetical protein	141	SACOL0933.fasta
SACOL0934		937718	153	hypothetical protein	104	SACOL0934.fasta
SACOL0935	dltA	937886	1458	D-alanine--poly(phosphoribitol) ligase subunit 1	1343	SACOL0935.fasta
SACOL0936	dltB	939340	1215	DltB protein	1015	SACOL0936.fasta
SACOL0937	dltC	940572	237	D-alanine--poly(phosphoribitol) ligase subunit 2	160	SACOL0937.fasta
SACOL0938	dltD	940805	1176	DltD protein	1060	SACOL0938.fasta
SACOL0939		942243	222	NifU domain-containing protein	191	SACOL0939.fasta
SACOL0940		942586	324	hypothetical protein	331	SACOL0940.fasta
SACOL0942		944349	237	hypothetical protein	208	SACOL0942.fasta
SACOL0943		944598	360	hypothetical protein	465	SACOL0943.fasta
SACOL0944		945411	1209	NADH dehydrogenase	1095	SACOL0944.fasta
SACOL0945		946750	1476	cytosol aminopeptidase	1433	SACOL0945.fasta
SACOL0946		948636	1317	Na+/H+ antiporter family protein	1151	SACOL0946.fasta
SACOL0947		949971	375	hypothetical protein	355	SACOL0947.fasta
SACOL0948		950401	1155	hypothetical protein	1174	SACOL0948.fasta
SACOL0949	mnhG	951804	357	monovalent cation/H+ antiporter subunit G	333	SACOL0949.fasta
SACOL0951	mnhE	952431	480	monovalent cation/H+ antiporter subunit E	460	SACOL0951.fasta
SACOL0952	mnhD	952912	1497	monovalent cation/H+ antiporter subunit D	1566	SACOL0952.fasta
SACOL0955	mnhA	955163	2406	monovalent cation/H+ antiporter subunit A	2093	SACOL0955.fasta
SACOL0956	kapB	957699	384	hypothetical protein	472	SACOL0956.fasta
SACOL0957		958146	594	cyclophilin type peptidyl-prolyl cis-trans isomerase	640	SACOL0957.fasta
SACOL0958		959155	378	general stress protein 13	242	SACOL0958.fasta
SACOL0959		959894	1128	Oye family NADH-dependent flavin oxidoreductase	1331	SACOL0959.fasta
SACOL0960	rocD	961329	1191	ornithine--oxo-acid transaminase	1376	SACOL0960.fasta
SACOL0961	gluD	962628	1245	glutamate dehydrogenase	948	SACOL0961.fasta
SACOL0962		964375	930	glycerophosphoryl diester phosphodiesterase	992	SACOL0962.fasta
SACOL0963	argH	965546	1380	argininosuccinate lyase	1391	SACOL0963.fasta
SACOL0966	pgi	968471	1332	glucose-6-phosphate isomerase	1077	SACOL0966.fasta
SACOL0967		970127	576	hypothetical protein	657	SACOL0967.fasta
SACOL0968	spsA	970707	525	signal peptidase IA, inactive	615	SACOL0968.fasta
SACOL0969	spsB	971238	585	signal peptidase IB	547	SACOL0969.fasta
SACOL0970	rexB	971982	3477	exonuclease RexB	3189	SACOL0970.fasta
SACOL0971	rexA	975459	3654	exonuclease RexA	3395	SACOL0971.fasta
SACOL0973		979278	903	fumarylacetoacetate hydrolase	740	SACOL0973.fasta
SACOL0974		980509	390	hypothetical protein	497	SACOL0974.fasta
SACOL0975		981069	1317	coenzyme A disulfide reductase	1627	SACOL0975.fasta
SACOL0976		982437	825	HAD superfamily hydrolase	745	SACOL0976.fasta
SACOL0977		983375	309	hypothetical protein	248	SACOL0977.fasta
SACOL0978		984230	1815	hypothetical protein	1911	SACOL0978.fasta
SACOL0979	clpB	986247	2610	ATP-dependent Clp protease, ATP-binding subunit ClpB	2434	SACOL0979.fasta
SACOL0980		988915	870	LysR family transcriptional regulator	1039	SACOL0980.fasta
SACOL0986		994276	186	hypothetical protein	184	SACOL0986.fasta
SACOL0987	fabH	994756	942	3-oxoacyl-ACP synthase	702	SACOL0987.fasta
SACOL0988	fabF	995709	1245	3-oxoacyl-ACP synthase	1036	SACOL0988.fasta
SACOL0989		997008	372	hypothetical protein	490	SACOL0989.fasta
SACOL0990		997602	99	hypothetical protein	158	SACOL0990.fasta
SACOL0991	oppB	997700	849	oligopeptide ABC transporter permease	980	SACOL0991.fasta
SACOL0992	oppC	998548	1071	oligopeptide ABC transporter permease	1117	SACOL0992.fasta
SACOL0993	oppD	999635	1083	oligopeptide ABC transporter ATP-binding protein	1351	SACOL0993.fasta
SACOL0995		1001666	1656	oligopeptide ABC transporter oligopeptide-binding protein	1785	SACOL0995.fasta
SACOL1001	trpS	1009158	990	tryptophanyl-tRNA synthetase	895	SACOL1001.fasta
SACOL1002	spxA	1010442	396	transcriptional regulator Spx	266	SACOL1002.fasta
SACOL1003		1011208	720	adaptor protein	755	SACOL1003.fasta
SACOL1004		1012048	987	competence protein	1159	SACOL1004.fasta
SACOL1005	pepF	1013082	1809	oligoendopeptidase F	1732	SACOL1005.fasta
SACOL1006		1015350	807	hypothetical protein	860	SACOL1006.fasta
SACOL1007		1016179	366	hypothetical protein	452	SACOL1007.fasta
SACOL1008		1016648	594	hypothetical protein	599	SACOL1008.fasta
SACOL1009		1017427	348	hypothetical protein	381	SACOL1009.fasta
SACOL1010	relA1	1017791	636	GTP pyrophosphokinase	537	SACOL1010.fasta
SACOL1011	ppnK	1018443	810	inorganic polyphosphate/ATP-NAD kinase	567	SACOL1011.fasta
SACOL1012		1019249	855	ribosomal large subunit pseudouridine synthase D	914	SACOL1012.fasta
SACOL1013	mgtE	1020124	1386	magnesium transporter	1209	SACOL1013.fasta
SACOL1018		1026033	1569	sodium:alanine symporter family protein	1857	SACOL1018.fasta
SACOL1019		1027743	759	hypothetical protein	841	SACOL1019.fasta
SACOL1020		1028695	510	hypothetical protein	390	SACOL1020.fasta
SACOL1021		1029317	1191	hypothetical protein	1068	SACOL1021.fasta
SACOL1023	murE	1032093	1482	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase	1268	SACOL1023.fasta
SACOL1026		1035682	804	hypothetical protein	778	SACOL1026.fasta
SACOL1028	htrA	1036719	2310	serine protease	2287	SACOL1028.fasta
SACOL1030		1039045	1359	sodium transport family protein	1024	SACOL1030.fasta
SACOL1031		1040542	1512	5' nucleotidase	1559	SACOL1031.fasta
SACOL1032		1042540	531	ComK family protein	683	SACOL1032.fasta
SACOL1033		1043319	219	hypothetical protein	231	SACOL1033.fasta
SACOL1034		1043618	987	lipoate-protein ligase A family protein	1079	SACOL1034.fasta
SACOL1035		1044803	177	hypothetical protein	111	SACOL1035.fasta
SACOL1036		1044994	603	protease	544	SACOL1036.fasta
SACOL1038		1046941	1965	membrane protein	2229	SACOL1038.fasta
SACOL1039		1048908	321	hypothetical protein	407	SACOL1039.fasta
SACOL1041		1049954	291	hypothetical protein	351	SACOL1041.fasta
SACOL1044		1052386	357	hypothetical protein	334	SACOL1044.fasta
SACOL1045		1053219	960	iron compound ABC transporter iron compound-binding protein	1081	SACOL1045.fasta
SACOL1046		1054224	132	hypothetical protein	163	SACOL1046.fasta
SACOL1047		1054419	291	hypothetical protein	391	SACOL1047.fasta
SACOL1048		1054853	498	acetyltransferase	559	SACOL1048.fasta
SACOL1049	menA	1055402	939	1,4-dihydroxy-2-naphthoate octaprenyltransferase	870	SACOL1049.fasta
SACOL1050		1056491	105	hypothetical protein	101	SACOL1050.fasta
SACOL1052	menD	1057870	1674	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase	1334	SACOL1052.fasta
SACOL1054	menB	1060326	822	naphthoate synthase	635	SACOL1054.fasta
SACOL1055	sspC	1061386	330	sspC protein	378	SACOL1055.fasta
SACOL1056	sspB1	1061753	1182	cysteine protease precursor SspB	1373	SACOL1056.fasta
SACOL1058		1064554	1155	aminotransferase, class I	1220	SACOL1058.fasta
SACOL1059		1065904	1011	hypothetical protein	975	SACOL1059.fasta
SACOL1060		1067067	420	MarR family transcriptional regulator	465	SACOL1060.fasta
SACOL1063		1071691	435	acetyltransferase	550	SACOL1063.fasta
SACOL1064		1072280	471	hypothetical protein	452	SACOL1064.fasta
SACOL1065		1072798	1218	hypothetical protein	1061	SACOL1065.fasta
SACOL1067	qoxD	1076196	279	quinol oxidase subunit IV	223	SACOL1067.fasta
SACOL1069	qoxA	1077078	1989	quinol oxidase subunit I	1391	SACOL1069.fasta
SACOL1070	qoxB	1079066	1101	quinol oxidase subunit II	872	SACOL1070.fasta
SACOL1071		1080738	318	hypothetical protein	233	SACOL1071.fasta
SACOL1072	folD	1081861	861	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	887	SACOL1072.fasta
SACOL1074	purK	1083391	1125	phosphoribosylaminoimidazole carboxylase ATPase subunit	1197	SACOL1074.fasta
SACOL1075	purC	1084519	705	phosphoribosylaminoimidazole-succinocarboxamide synthase	682	SACOL1075.fasta
SACOL1076	purS	1085223	264	phosphoribosylformylglycinamidine synthase, PurS protein	290	SACOL1076.fasta
SACOL1078	purL	1086152	2190	phosphoribosylformylglycinamidine synthase II	2299	SACOL1078.fasta
SACOL1080	purM	1089797	1029	phosphoribosylaminoimidazole synthetase	1070	SACOL1080.fasta
SACOL1081	purN	1090828	567	phosphoribosylglycinamide formyltransferase	627	SACOL1081.fasta
SACOL1082	purH	1091409	1479	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	1504	SACOL1082.fasta
SACOL1083	purD	1092909	1248	phosphoribosylamine--glycine ligase	1464	SACOL1083.fasta
SACOL1085		1095220	1401	ABC transporter ATP-binding protein	1498	SACOL1085.fasta
SACOL1086		1096635	576	hypothetical protein	601	SACOL1086.fasta
SACOL1087		1097857	135	hypothetical protein	161	SACOL1087.fasta
SACOL1088		1098143	1296	hypothetical protein	1213	SACOL1088.fasta
SACOL1089		1099863	1173	hypothetical protein	1355	SACOL1089.fasta
SACOL1090		1101089	543	hypothetical protein	689	SACOL1090.fasta
SACOL1091	ptsH	1101785	267	phosphocarrier protein HPr	204	SACOL1091.fasta
SACOL1092	ptsI	1102054	1719	phosphoenolpyruvate-protein phosphotransferase	1628	SACOL1092.fasta
SACOL1093		1104009	234	hypothetical protein	295	SACOL1093.fasta
SACOL1094	cydA	1104440	1362	cytochrome d ubiquinol oxidase subunit I	1441	SACOL1094.fasta
SACOL1095	cydB	1105798	1020	cytochrome d ubiquinol oxidase subunit II	1002	SACOL1095.fasta
SACOL1096		1106950	663	TrkA potassium uptake family protein	495	SACOL1096.fasta
SACOL1098		1107961	1698	hypothetical protein	1272	SACOL1098.fasta
SACOL1099		1109658	219	hypothetical protein	177	SACOL1099.fasta
SACOL1100	def	1110357	552	peptide deformylase	598	SACOL1100.fasta
SACOL1101		1111273	627	hypothetical protein	802	SACOL1101.fasta
SACOL1102	pdhA	1112070	1113	pyruvate dehydrogenase complex E1 component subunit alpha	957	SACOL1102.fasta
SACOL1103	pdhB	1113186	978	pyruvate dehydrogenase complex E1 component subunit beta	823	SACOL1103.fasta
SACOL1104	pdhC	1114254	1293	branched-chain alpha-keto acid dehydrogenase E2	1259	SACOL1104.fasta
SACOL1105	pdhD	1115550	1407	dihydrolipoamide dehydrogenase	1147	SACOL1105.fasta
SACOL1106		1117124	276	hypothetical protein	319	SACOL1106.fasta
SACOL1107		1117543	540	Cro/CI family transcriptional regulator	437	SACOL1107.fasta
SACOL1108		1118095	1095	spermidine/putrescine ABC transporter ATP-binding protein	848	SACOL1108.fasta
SACOL1110		1119985	810	spermidine/putrescine ABC transporter permease	786	SACOL1110.fasta
SACOL1111		1120794	1074	spermidine/putrescine ABC transporter substrate-binding protein	1172	SACOL1111.fasta
SACOL1113		1123243	420	hypothetical protein	488	SACOL1113.fasta
SACOL1114		1123744	1353	manganese transport protein MntH	1244	SACOL1114.fasta
SACOL1115		1125280	615	hypothetical protein	665	SACOL1115.fasta
SACOL1116		1126051	828	inositol monophosphatase	907	SACOL1116.fasta
SACOL1117		1127032	192	hypothetical protein	189	SACOL1117.fasta
SACOL1118	typA	1127325	1848	GTP-binding protein TypA	1541	SACOL1118.fasta
SACOL1119		1129312	168	hypothetical protein	194	SACOL1119.fasta
SACOL1120		1129481	483	hypothetical protein	528	SACOL1120.fasta
SACOL1121		1130104	276	hypothetical protein	187	SACOL1121.fasta
SACOL1122		1130693	1227	cell cycle protein FtsW	992	SACOL1122.fasta
SACOL1123	pyc	1132473	3453	pyruvate carboxylase	3026	SACOL1123.fasta
SACOL1124	ctaA	1136065	1071	cytochrome oxidase assembly protein	760	SACOL1124.fasta
